t,S_mean,S_sd,I_mean,I_sd,R_mean,R_sd,S_ode,I_ode,R_ode
0,0.99,0.0,0.009999999999999998,1.828559098217032e-18,0.0,0.0,0.99,0.01,0.0
1,0.9761999999999998,0.004939635614091392,0.0226,0.005738757124441959,0.0012000000000000001,0.0013984117975602021,0.9867232295490118,0.012171650703317043,0.0011051197476711354
2,0.9447999999999999,0.015266521105565124,0.052000000000000005,0.014907119849998601,0.0032,0.0019321835661585919,0.9827516436909064,0.014798853978826168,0.0024495023302673643
3,0.8898000000000001,0.03468525142862118,0.10219999999999999,0.03269318651408034,0.008,0.00282842712474619,0.9779474838287081,0.017969525599057255,0.004082990572234523
4,0.8027999999999998,0.05795937274409454,0.18039999999999998,0.05286292546661497,0.016800000000000002,0.006545566777937907,0.9721501736436603,0.021784943013798817,0.006064883342540753
5,0.6452,0.08044984635024342,0.3216,0.07041338256641591,0.0332,0.012968337510173683,0.9651746563786638,0.026360054867627988,0.008465288753708044
6,0.43879999999999997,0.08521971602862802,0.4962,0.06846540083218026,0.065,0.02098147330914162,0.9568106599227557,0.0318228670940476,0.011366472983196504
7,0.24159999999999998,0.0705332073092762,0.642,0.04463182720884278,0.11639999999999999,0.03313004678535785,0.9468235092801077,0.03831241188238426,0.014864078837507825
8,0.1086,0.03612386099703814,0.7106,0.0228239640144593,0.1808,0.04098997167329806,0.9349572498232082,0.0459747043517425,0.01906804582504923
9,0.039400000000000004,0.013065646218657197,0.7096,0.03196942984234225,0.251,0.03901281840626231,0.9209409785303574,0.0549560242434803,0.024102997226162153
10,0.017400000000000002,0.006801960501698511,0.6628000000000001,0.030640568605109865,0.3198,0.034940584489164525,0.9044993238150804,0.0653928818147616,0.030107794370157887
11,0.009,0.003915780041490243,0.5996,0.03528676176068803,0.3914,0.037983037149642365,0.8853678691473664,0.07739822782114157,0.03723390303149192
12,0.0046,0.002118699810942761,0.545,0.03466987164671943,0.4504,0.03503395178648532,0.863313917165887,0.09104389492493434,0.04564218790917852
13,0.002800000000000001,0.0016865480854231355,0.49240000000000006,0.03709207762072951,0.5048,0.03753753676876876,0.8381621406621997,0.10634006753189815,0.05549779180590199
14,0.002,0.0013333333333333333,0.4484,0.0349068601980884,0.5496,0.03479208083585815,0.8098234498243881,0.12321365903311185,0.0669628911424999
15,0.002,0.0013333333333333333,0.4098,0.034813152048551364,0.5882000000000001,0.03468525142862115,0.7783239564682268,0.14148867559474076,0.08018736793703228
16,0.0012000000000000001,0.0013984117975602021,0.37339999999999995,0.03299898988353027,0.6254000000000001,0.032318553322958174,0.7438294113429358,0.1608728453100368,0.0952977433470273
17,0.001,0.001414213562373095,0.34299999999999997,0.032581521688766414,0.6559999999999999,0.03188869531493705,0.7066594865683461,0.1809551865275786,0.11238532690407506
18,0.001,0.001414213562373095,0.3114,0.0332004016039967,0.6876,0.0325344262111519,0.6672870459689833,0.20121807578421402,0.13149487824680256
19,0.001,0.001414213562373095,0.279,0.031654383582688836,0.72,0.031184041502737327,0.6263187905014752,0.22106605349646732,0.15261515600205727
20,0.0008,0.0013984117975602021,0.2536,0.029496515801776393,0.7456000000000002,0.02894899729601089,0.5844581629118424,0.23986860701948723,0.17567323006867033
21,0.0008,0.0013984117975602021,0.2304,0.028562601811148485,0.7687999999999999,0.027891854645318175,0.5424546452530311,0.2570118693163597,0.20053348543060914
22,0.0008,0.0013984117975602021,0.2042,0.02530612574061861,0.795,0.02477005360421239,0.5010465007710811,0.27195148860403534,0.22700201062488343
23,0.0008,0.0013984117975602021,0.182,0.021623032986969142,0.8172,0.021170209677227495,0.46090756382278175,0.28425662799249923,0.254835808184719
24,0.0008,0.0013984117975602021,0.15960000000000002,0.017557524502806954,0.8395999999999999,0.01699150114354561,0.4226048907602156,0.29363935233416816,0.28375575690561616
25,0.0008,0.0013984117975602021,0.14619999999999997,0.015156956598649128,0.853,0.014674240468703439,0.386572737180603,0.299965630981728,0.31346163183766895
26,0.0008,0.0013984117975602021,0.13080000000000003,0.01517893276880822,0.8684,0.014781369655376637,0.3531041481960026,0.3032485610111903,0.34364729079280704
