t,S_mean,S_sd,I_mean,I_sd,R_mean,R_sd,S_ode,I_ode,R_ode
0,0.99,0.0,0.009999999999999998,1.828559098217032e-18,0.0,0.0,0.99,0.01,0.0
1,0.9728,0.004541169697580377,0.026399999999999996,0.005232377832092956,0.0008,0.0013984117975602021,0.9867232295490118,0.012171650703317043,0.0011051197476711354
2,0.9383999999999999,0.013326664999166104,0.05840000000000001,0.012465062285354926,0.0032,0.002859681411936962,0.9827516436909064,0.014798853978826168,0.0024495023302673643
3,0.8752000000000001,0.02666999979169273,0.11640000000000002,0.02337710180687266,0.008400000000000001,0.004501851470969102,0.9779474838287081,0.017969525599057255,0.004082990572234523
4,0.7648,0.053159717414180775,0.2144,0.04879708552316988,0.020800000000000003,0.006338594306135846,0.9721501736436603,0.021784943013798817,0.006064883342540753
5,0.6032,0.07730574220442991,0.3532,0.06869708064313135,0.04359999999999999,0.012781931691953989,0.9651746563786638,0.026360054867627988,0.008465288753708044
6,0.4018,0.08900162295648821,0.5216000000000001,0.07937981831394901,0.0766,0.01811199725166842,0.9568106599227557,0.0318228670940476,0.011366472983196504
7,0.20980000000000004,0.0638640918061333,0.6647999999999998,0.04835241002841075,0.1254,0.023114209194057808,0.9468235092801077,0.03831241188238426,0.014864078837507825
8,0.0888,0.03432135713452421,0.7238,0.02878965863716421,0.18739999999999996,0.03276922675655045,0.9349572498232082,0.0459747043517425,0.01906804582504923
9,0.035,0.01491457154746473,0.7115999999999999,0.02696170123217992,0.25339999999999996,0.035125805645169504,0.9209409785303574,0.0549560242434803,0.024102997226162153
10,0.013800000000000002,0.00662989860824097,0.6702,0.027251095798558653,0.316,0.02964980794391612,0.9044993238150804,0.0653928818147616,0.030107794370157887
11,0.0054,0.003272783388968954,0.6122,0.02430272046957343,0.38239999999999996,0.025626375301846947,0.8853678691473664,0.07739822782114157,0.03723390303149192
12,0.0024000000000000007,0.0024585451886114367,0.5622,0.021816405651608944,0.4354,0.021644604151817806,0.863313917165887,0.09104389492493434,0.04564218790917852
13,0.0014,0.0016465452046971294,0.5067999999999999,0.02209474547890919,0.4918,0.021775623476212532,0.8381621406621997,0.10634006753189815,0.05549779180590199
14,0.0006000000000000001,0.0009660917830792958,0.46279999999999993,0.019463926747818494,0.5366000000000001,0.019368932741778914,0.8098234498243881,0.12321365903311185,0.0669628911424999
15,0.0002,0.0006324555320336759,0.42140000000000005,0.023571168829737744,0.5784,0.023547587750954193,0.7783239564682268,0.14148867559474076,0.08018736793703228
16,0.0002,0.0006324555320336759,0.38039999999999996,0.025936675020347362,0.6194,0.025751806840599682,0.7438294113429358,0.1608728453100368,0.0952977433470273
17,0.0002,0.0006324555320336759,0.34199999999999997,0.022469732728470287,0.6578,0.022180071135042726,0.7066594865683461,0.1809551865275786,0.11238532690407506
18,0.0002,0.0006324555320336759,0.31,0.023739325086353145,0.6897999999999999,0.02354098081596806,0.6672870459689833,0.20121807578421402,0.13149487824680256
19,0.0002,0.0006324555320336759,0.2784,0.02232686473486344,0.7213999999999999,0.022091727964205162,0.6263187905014752,0.22106605349646732,0.15261515600205727
20,0.0002,0.0006324555320336759,0.25200000000000006,0.02084866102814919,0.7478,0.020730010451838515,0.5844581629118424,0.23986860701948723,0.17567323006867033
21,0.0002,0.0006324555320336759,0.22759999999999997,0.01719948319637024,0.7722,0.017190436617814907,0.5424546452530311,0.2570118693163597,0.20053348543060914
22,0.0002,0.0006324555320336759,0.2024,0.014446837408620301,0.7974,0.014546477236774531,0.5010465007710811,0.27195148860403534,0.22700201062488343
23,0.0002,0.0006324555320336759,0.18159999999999996,0.015254871717294482,0.8182,0.015418603481941299,0.46090756382278175,0.28425662799249923,0.254835808184719
24,0.0002,0.0006324555320336759,0.16319999999999998,0.017668553358375937,0.8366,0.017815099712821636,0.4226048907602156,0.29363935233416816,0.28375575690561616
25,0.0002,0.0006324555320336759,0.1474,0.015320284302554932,0.8524,0.015457468529268747,0.386572737180603,0.299965630981728,0.31346163183766895
26,0.0002,0.0006324555320336759,0.1358,0.016150679380275135,0.8639999999999999,0.016220700080795267,0.3531041481960026,0.3032485610111903,0.34364729079280704
27,0.0002,0.0006324555320336759,0.1222,0.018748629579548235,0.8775999999999999,0.018827875315310792,0.3223576327421702,0.3036279224015264,0.3740144448563033
28,0.0002,0.0006324555320336759,0.11179999999999998,0.019147381602251056,0.8879999999999999,0.019206480387850597,0.29437462681292026,0.3013414324317153,0.4042839407553644
29,0.0002,0.0006324555320336759,0.10219999999999999,0.01752331779848402,0.8976000000000001,0.017532192611814938,0.26910267404519267,0.29669335036712496,0.4342039755876823
30,0.0002,0.0006324555320336759,0.09259999999999999,0.01613966817778138,0.9071999999999999,0.01608864333759826,0.2464204565964422,0.2900243143260857,0.46355522907747204
31,0.0002,0.0006324555320336759,0.08539999999999999,0.01472865687472328,0.9144,0.014690889088895289,0.2261605926839768,0.2816861984252393,0.49215320889078384
32,0.0002,0.0006324555320336759,0.07640000000000001,0.015854897595941067,0.9234,0.01586190404711867,0.20812939550122378,0.2720222979369229,0.5198483065618533
33,0.0002,0.0006324555320336759,0.06760000000000001,0.016594510471170214,0.9322000000000001,0.016531451505808197,0.19212233180787386,0.2613534631881232,0.546524205004003
34,0.0002,0.0006324555320336759,0.0612,0.014793391918165505,0.9385999999999999,0.014668181739927911,0.17793517539775405,0.2499696206913558,0.5720952039108902
35,0.0002,0.0006324555320336759,0.05619999999999999,0.014979986648859205,0.9436,0.014871299726505234,0.16537182560168742,0.23812534709370434,0.5965028273046084
36,0.0002,0.0006324555320336759,0.05199999999999999,0.014544949486180955,0.9477999999999998,0.014466820275682144,0.1542490036150445,0.22603876170686266,0.6197122346780929
37,0.0002,0.0006324555320336759,0.048,0.014236104336041748,0.9518000000000001,0.014093339640490518,0.14439881453893214,0.21389255811064642,0.6417086273504214
38,0.0002,0.0006324555320336759,0.04340000000000001,0.013566298111291985,0.9564,0.013459403982181184,0.13566974002106044,0.20183647267234459,0.662493787306595
39,0.0002,0.0006324555320336759,0.040400000000000005,0.012885823390239541,0.9593999999999999,0.012790621564255573,0.12792651831813864,0.1899905276215067,0.6820829540603547
40,0.0002,0.0006324555320336759,0.036199999999999996,0.011093541664710448,0.9635999999999999,0.010905656024895226,0.12104940306450108,0.17844854756693437,0.7005020493685645
41,0.0002,0.0006324555320336759,0.033999999999999996,0.010456258094238747,0.9658,0.010304260176149375,0.1149329956183991,0.16728180881348248,0.7177851955681185
42,0.0002,0.0006324555320336759,0.031799999999999995,0.010261037417770626,0.968,0.010154364141151886,0.10948492500560439,0.15654240250433332,0.7339726724900624
43,0.0002,0.0006324555320336759,0.029599999999999998,0.010189319026422826,0.9702,0.010042133460796297,0.10462447309350942,0.14626638784215398,0.7491091390643367
44,0.0002,0.0006324555320336759,0.027200000000000002,0.010591401124392268,0.9726000000000001,0.010415799963943677,0.10028121219363946,0.1364766175337113,0.7632421702726494
45,0.0002,0.0006324555320336759,0.0246,0.010668749796589204,0.9751999999999998,0.010422198531126838,0.09639377803365155,0.12718513894282626,0.7764210830235223
46,0.0002,0.0006324555320336759,0.022,0.009706813185707357,0.9778,0.009496198069637024,0.09290868208634355,0.11839538665288923,0.7886959312607674
47,0.0002,0.0006324555320336759,0.019799999999999998,0.009114091653404998,0.9800000000000001,0.008944271909999166,0.08977930379642313,0.11010391846012425,0.8001167777434528
48,0.0002,0.0006324555320336759,0.018,0.0076011695006609195,0.9818,0.007390684827688318,0.08696500895326734,0.10230194992219092,0.8107330411245419
49,0.0002,0.0006324555320336759,0.016599999999999997,0.006995236474439826,0.9831999999999999,0.006811754546370567,0.08443024463789534,0.09497669582649941,0.8205930595356055
50,0.0002,0.0006324555320336759,0.0158,0.007269418439218122,0.984,0.007118052168020881,0.08214399029585104,0.08811226511701328,0.8297437445871358
51,0.0002,0.0006324555320336759,0.014599999999999998,0.006186005711819757,0.9852000000000001,0.0060516297162187885,0.08007903630945247,0.08169068939063076,0.8382302742999169
52,0.0002,0.0006324555320336759,0.013399999999999999,0.005581716183715861,0.9864,0.005481281277625196,0.07821151586008428,0.07569248885200046,0.8460959952879155
53,0.0002,0.0006324555320336759,0.0122,0.004756282395129858,0.9876000000000001,0.004695151163109074,0.07652047244351066,0.07009731801999082,0.8533822095364987
54,0.0002,0.0006324555320336759,0.011200000000000002,0.004541169697580374,0.9886000000000001,0.004526465385804792,0.07498741652317045,0.06488438714140433,0.8601281963354254
55,0.0002,0.0006324555320336759,0.0102,0.003938414796731181,0.9895999999999999,0.003864367132317187,0.07359606328162885,0.06003280358518667,0.8663711331331847
56,0.0002,0.0006324555320336759,0.0098,0.0033266599866332396,0.99,0.0032659863237109073,0.07233199803801868,0.05552189238558199,0.8721461095763995
57,0.0002,0.0006324555320336759,0.008199999999999999,0.0035839146815241636,0.9916,0.0033730961708462745,0.07118245391673106,0.05133135600813439,0.8774861900751347
58,0.0002,0.0006324555320336759,0.007400000000000001,0.0029888682361946524,0.9924,0.0027968235951204064,0.07013610652361106,0.04744149100745695,0.8824224024689322
59,0.0002,0.0006324555320336759,0.007200000000000001,0.0032930904093942583,0.9926,0.0031340424729448453,0.06918287107469678,0.043833255320112605,0.8869838736051908
60,0.0002,0.0006324555320336759,0.0064,0.0032386554137309653,0.9934000000000001,0.0031340424729448453,0.06831377590656529,0.04048839082594865,0.8911978332674863
61,0.0002,0.0006324555320336759,0.006000000000000001,0.00339934634239519,0.9938,0.0033266599866332426,0.0675207998850102,0.037389454338005335,0.8950897457769846
62,0.0002,0.0006324555320336759,0.005,0.0031622776601683794,0.9948,0.0031552425509864647,0.06679677698759798,0.034519853828504796,0.8986833691838974
63,0.00022222222222222223,0.0006666666666666668,0.005111111111111111,0.0030184617127124724,0.9946666666666667,0.0028284271247461927,0.06613528635739645,0.03186387904154386,0.9020008346010598
64,0.00022222222222222223,0.0006666666666666668,0.005111111111111111,0.0030184617127124724,0.9946666666666667,0.0028284271247461927,0.06553056181759566,0.029406668730721335,0.9050627694516832
65,0.00022222222222222223,0.0006666666666666668,0.004666666666666667,0.0024494897427831783,0.9951111111111111,0.002260776661041758,0.06497742878682049,0.02713424315143387,0.9078883280617458
66,0.00022222222222222223,0.0006666666666666668,0.004222222222222222,0.0021081851067789197,0.9955555555555556,0.001943650631615102,0.06447122056488687,0.025033443791017,0.9104953356440963
67,0.00022222222222222223,0.0006666666666666668,0.0035555555555555557,0.0013333333333333335,0.9962222222222223,0.0012018504251546643,0.064007736500686,0.023091935753259445,0.9129003277460548
68,0.00022222222222222223,0.0006666666666666668,0.0035555555555555557,0.0013333333333333335,0.9962222222222223,0.0012018504251546643,0.0635831825706402,0.021298173073531837,0.9151186443558282
69,0.00022222222222222223,0.0006666666666666668,0.0035555555555555557,0.0013333333333333335,0.9962222222222223,0.0012018504251546643,0.06319412642986533,0.01964134724529643,0.9171645263248385
70,0.00022222222222222223,0.0006666666666666668,0.0028888888888888888,0.0017638342073763938,0.9968888888888888,0.0017638342073763955,0.06283746768870765,0.018111388829465613,0.9190511434818269
71,0.00025,0.0007071067811865474,0.00325,0.00148804761828569,0.9964999999999999,0.0014142135623730963,0.06251039079950019,0.01669889350383064,0.9207907156966695
72,0.00025,0.0007071067811865474,0.0027500000000000003,0.00148804761828569,0.9970000000000001,0.0015118578920369102,0.062210344785520566,0.015395107861106833,0.9223945473533729
73,0.00028571428571428574,0.0007559289460184543,0.002857142857142857,0.0015735915849388862,0.9968571428571428,0.0010690449676496985,0.06193501444845733,0.014191897463939684,0.9238730880876033
74,0.0,0.0,0.0033333333333333335,0.0010327955589886444,0.9966666666666667,0.0010327955589886453,0.061682290822942805,0.013081684561641225,0.9252360246154162
75,0.0,0.0,0.0030000000000000005,0.0010954451150103322,0.997,0.0010954451150103333,0.06145025992340159,0.01205744702502695,0.9264922930515717
76,0.0,0.0,0.0030000000000000005,0.0010954451150103322,0.997,0.0010954451150103333,0.06123717678211038,0.011112664258642057,0.9276501589592477
77,0.0,0.0,0.0030000000000000005,0.0010954451150103322,0.997,0.0010954451150103333,0.061041449173679894,0.0102412789125442,0.9287172719137761
78,0.0,0.0,0.0030000000000000005,0.0010954451150103322,0.997,0.0010954451150103333,0.06086162929509242,0.009437693802471461,0.9297006769024363
79,0.0,0.0,0.0026666666666666666,0.0010327955589886444,0.9973333333333335,0.0010327955589886455,0.06069639260046295,0.008696714113423846,0.9306068932861133
80,0.0,0.0,0.0026666666666666666,0.0010327955589886444,0.9973333333333335,0.0010327955589886455,0.06054452868943428,0.008013524955268104,0.9314419463552978
81,0.0,0.0,0.0026666666666666666,0.0010327955589886444,0.9973333333333335,0.0010327955589886455,0.06040493519770395,0.00738368602730816,0.932211378774988
82,0.0,0.0,0.0026666666666666666,0.0010327955589886444,0.9973333333333335,0.0010327955589886455,0.060276601028866415,0.006803078693813628,0.9329203202773201
83,0.0,0.0,0.0026666666666666666,0.0010327955589886444,0.9973333333333335,0.0010327955589886455,0.060158600665877165,0.006267890538183323,0.9335735087959397
84,0.0,0.0,0.0026666666666666666,0.0010327955589886444,0.9973333333333335,0.0010327955589886455,0.06005009033760848,0.005774611720670645,0.934175297941721
85,0.0,0.0,0.0026666666666666666,0.0010327955589886444,0.9973333333333335,0.0010327955589886455,0.0599502948661399,0.005319989458665211,0.934729715675195
86,0.0,0.0,0.0026666666666666666,0.0010327955589886444,0.9973333333333335,0.0010327955589886455,0.05985850313185254,0.00490101344175109,0.9352404834263964
87,0.0,0.0,0.0023333333333333335,0.000816496580927726,0.9976666666666668,0.0008164965809277268,0.05977406636960428,0.004514916080845806,0.93571101754955
88,0.0,0.0,0.0023333333333333335,0.000816496580927726,0.9976666666666668,0.0008164965809277268,0.05969638847533059,0.0041591370649754385,0.9361444744596941
89,0.0,0.0,0.002,0.0,0.9980000000000001,1.2161883888976234e-16,0.05962492104987008,0.003831305000173852,0.9365437739499561
90,0.0,0.0,0.002,0.0,0.9980000000000001,1.2161883888976234e-16,0.059559162970501546,0.003529239468680072,0.9369115975608184
91,0.0,0.0,0.002,0.0,0.9980000000000001,1.2161883888976234e-16,0.059498654953338025,0.0032509313493138585,0.9372504136973482
92,0.0,0.0,0.0016666666666666668,0.0008164965809277261,0.9983333333333334,0.0008164965809277268,0.05944297324116212,0.002994517595066453,0.9375625091637715
93,0.0,0.0,0.0016,0.0008944271909999159,0.9984,0.0008944271909999167,0.059391729007025267,0.0027582800784205453,0.9378499909145542
94,0.0,0.0,0.002,0.0,0.998,0.0,0.05934456741298305,0.0025406441377258462,0.9381147884492912
95,0.0,0.0,0.002,0.0,0.998,0.0,0.05930116095320967,0.002340150926204369,0.9383586881205861
96,0.0,0.0,0.002,0.0,0.998,0.0,0.059261207684620475,0.002155450224900223,0.9385833420904794
97,0.0,0.0,0.0015,0.001,0.9984999999999999,0.0010000000000000009,0.059224431363861886,0.001985302389128257,0.93879026624701
98,0.0,0.0,0.002,0.0,0.9979999999999999,1.3597399555105182e-16,0.05919057915375837,0.0018285693513839505,0.9389808514948578
99,0.0,0.0,0.0013333333333333333,0.0011547005383792516,0.9986666666666667,0.0011547005383792527,0.05915941702762409,0.0016841948677076162,0.9391563881046684
100,0.0,0.0,0.001,0.001414213562373095,0.999,0.0014142135623730963,0.05913072931763459,0.0015512027131036389,0.9393180679692619
101,0.0,nan,0.002,nan,0.998,nan,0.05910431907359776,0.0014286991912819034,0.9394669817351204
102,0.0,nan,0.002,nan,0.998,nan,0.05908000567808054,0.001315862926581377,0.9396041313953382
103,0.0,nan,0.002,nan,0.998,nan,0.059057621708037945,0.0012119310753370902,0.9397304472166251
104,0.0,nan,0.002,nan,0.998,nan,0.05903701274666848,0.0011161985557601396,0.9398467886975714
105,0.0,nan,0.002,nan,0.998,nan,0.059018037772878486,0.0010280203066831812,0.9399539419204384
106,0.0,nan,0.002,nan,0.998,nan,0.05900056774654089,0.0009468051327551238,0.940052627120704
107,0.0,nan,0.002,nan,0.998,nan,0.05898448287168985,0.0008720034511758169,0.9401435136771344
108,0.0,nan,0.002,nan,0.998,nan,0.05896967245387364,0.00080310667116515,0.9402272208749612
109,0.0,nan,0.0,nan,1.0,nan,0.05895603535249642,0.0007396494634922109,0.9403043151840115
