t,S_mean,S_sd,I_mean,I_sd,R_mean,R_sd,S_ode,I_ode,R_ode
0,0.99,0.0,0.009999999999999998,1.828559098217032e-18,0.0,0.0,0.99,0.01,0.0
1,0.9762000000000001,0.0034576806613039867,0.0226,0.0036575644598253873,0.0012000000000000001,0.0016865480854231355,0.9867232295490118,0.012171650703317043,0.0011051197476711354
2,0.9431999999999998,0.014304622407537406,0.0534,0.014112248423109465,0.0034000000000000002,0.0023190036174568114,0.9827516436909064,0.014798853978826168,0.0024495023302673643
3,0.8774000000000001,0.03488457156585607,0.11399999999999999,0.03323986896618109,0.0086,0.0026749870196985173,0.9779474838287081,0.017969525599057255,0.004082990572234523
4,0.7595999999999998,0.06463435618925899,0.22119999999999998,0.05971934359987558,0.0192,0.0078993670632526,0.9721501736436603,0.021784943013798817,0.006064883342540753
5,0.5833999999999999,0.09098009550323508,0.37560000000000004,0.08253645659141581,0.040999999999999995,0.010842303978193728,0.9651746563786638,0.026360054867627988,0.008465288753708044
6,0.3796,0.09654383000021861,0.5458000000000001,0.08167387723270045,0.0746,0.01694566480122735,0.9568106599227557,0.0318228670940476,0.011366472983196504
7,0.1906,0.07387105883452147,0.683,0.04838043681765044,0.1264,0.029086843150201852,0.9468235092801077,0.03831241188238426,0.014864078837507825
8,0.07900000000000001,0.04301162633521313,0.727,0.021771541057077237,0.19399999999999998,0.03752332607858744,0.9349572498232082,0.0459747043517425,0.01906804582504923
9,0.029200000000000004,0.014428367120980038,0.7003999999999999,0.027484136838870826,0.2704,0.03837591837482343,0.9209409785303574,0.0549560242434803,0.024102997226162153
10,0.0126,0.007244921593011818,0.6534000000000001,0.02711375214822832,0.33399999999999996,0.033572475498704464,0.9044993238150804,0.0653928818147616,0.030107794370157887
11,0.0064,0.0036270588023294514,0.5993999999999999,0.02602648223978373,0.3942,0.028866743648858093,0.8853678691473664,0.07739822782114157,0.03723390303149192
12,0.0032,0.0023475755815545347,0.5464,0.02679635132708264,0.4504,0.027885480092693406,0.863313917165887,0.09104389492493434,0.04564218790917852
13,0.0018000000000000002,0.0017511900715418262,0.4958,0.028882135962871213,0.5024,0.029284808348357016,0.8381621406621997,0.10634006753189815,0.05549779180590199
14,0.0016,0.001837873166945363,0.44720000000000004,0.030842971466590065,0.5512,0.03128648980701484,0.8098234498243881,0.12321365903311185,0.0669628911424999
15,0.0016,0.001837873166945363,0.4076000000000001,0.03098099776027594,0.5908,0.031186891833304302,0.7783239564682268,0.14148867559474076,0.08018736793703228
16,0.0016,0.001837873166945363,0.3654,0.029515344408553926,0.6330000000000001,0.029653555155045655,0.7438294113429358,0.1608728453100368,0.0952977433470273
17,0.0016,0.001837873166945363,0.333,0.029698484809835005,0.6654,0.02996368172007943,0.7066594865683461,0.1809551865275786,0.11238532690407506
18,0.0014,0.0016465452046971292,0.3032,0.027859967296782275,0.6954,0.02793723123161792,0.6672870459689833,0.20121807578421402,0.13149487824680256
19,0.0014,0.0016465452046971292,0.27280000000000004,0.02636833117375631,0.7258000000000001,0.026406228221555778,0.6263187905014752,0.22106605349646732,0.15261515600205727
20,0.0014,0.0016465452046971292,0.2452,0.02416976991569795,0.7534,0.024277103982513624,0.5844581629118424,0.23986860701948723,0.17567323006867033
21,0.0014,0.0016465452046971292,0.2204,0.022858015856344338,0.7782000000000001,0.022753754268984586,0.5424546452530311,0.2570118693163597,0.20053348543060914
22,0.0014,0.0016465452046971292,0.19839999999999997,0.021453826387539045,0.8002,0.021259246354364377,0.5010465007710811,0.27195148860403534,0.22700201062488343
23,0.0014,0.0016465452046971292,0.18039999999999995,0.01691284850178835,0.8181999999999998,0.016531451505808193,0.46090756382278175,0.28425662799249923,0.254835808184719
24,0.0014,0.0016465452046971292,0.1588,0.011163432367431725,0.8398,0.010726913193769533,0.4226048907602156,0.29363935233416816,0.28375575690561616
25,0.0014,0.0016465452046971292,0.14040000000000002,0.009743373816770722,0.8582000000000001,0.00958934593992498,0.386572737180603,0.299965630981728,0.31346163183766895
26,0.0014,0.0016465452046971292,0.12840000000000001,0.008630694577430542,0.8702,0.009065195959149362,0.3531041481960026,0.3032485610111903,0.34364729079280704
27,0.0014,0.0016465452046971292,0.11699999999999999,0.009809292646374776,0.8816,0.009834180754445756,0.3223576327421702,0.3036279224015264,0.3740144448563033
28,0.0014,0.0016465452046971292,0.10880000000000001,0.00833733237379386,0.8897999999999999,0.008560892995995746,0.29437462681292026,0.3013414324317153,0.4042839407553644
29,0.0014,0.0016465452046971292,0.09699999999999999,0.008602325267042627,0.9016,0.009371351141762983,0.26910267404519267,0.29669335036712496,0.4342039755876823
30,0.0014,0.0016465452046971292,0.08779999999999999,0.007568942389058652,0.9108,0.00812130257751524,0.2464204565964422,0.2900243143260857,0.46355522907747204
31,0.0014,0.0016465452046971292,0.08139999999999999,0.0075454180356911505,0.9171999999999999,0.007842901957254803,0.2261605926839768,0.2816861984252393,0.49215320889078384
32,0.0014,0.0016465452046971292,0.0736,0.007589466384404111,0.925,0.0077316090031620995,0.20812939550122378,0.2720222979369229,0.5198483065618533
33,0.0014,0.0016465452046971292,0.06699999999999999,0.010252370999486466,0.9315999999999999,0.0105324894176701,0.19212233180787386,0.2613534631881232,0.546524205004003
34,0.0014,0.0016465452046971292,0.060999999999999985,0.009486832980505138,0.9376,0.009512564790259678,0.17793517539775405,0.2499696206913558,0.5720952039108902
35,0.0014,0.0016465452046971292,0.055600000000000004,0.006785605679999719,0.943,0.007007932013876187,0.16537182560168742,0.23812534709370434,0.5965028273046084
36,0.0014,0.0016465452046971292,0.0512,0.006811754546370561,0.9474,0.007121173436387498,0.1542490036150445,0.22603876170686266,0.6197122346780929
37,0.0014,0.0016465452046971292,0.045599999999999995,0.007411702458499893,0.953,0.0075571893658364295,0.14439881453893214,0.21389255811064642,0.6417086273504214
38,0.0014,0.0016465452046971292,0.04239999999999999,0.006979334575094614,0.9561999999999999,0.007269418439218129,0.13566974002106044,0.20183647267234459,0.662493787306595
39,0.0014,0.0016465452046971292,0.0382,0.005370702416299421,0.9603999999999999,0.005316640543300508,0.12792651831813864,0.1899905276215067,0.6820829540603547
40,0.0014,0.0016465452046971292,0.0334,0.004115013163202924,0.9652,0.003910100879630718,0.12104940306450108,0.17844854756693437,0.7005020493685645
41,0.0014,0.0016465452046971292,0.03,0.004898979485566357,0.9686000000000001,0.004526465385804792,0.1149329956183991,0.16728180881348248,0.7177851955681185
42,0.0014,0.0016465452046971292,0.026000000000000002,0.004898979485566357,0.9725999999999999,0.004623610902506591,0.10948492500560439,0.15654240250433332,0.7339726724900624
43,0.0014,0.0016465452046971292,0.023799999999999998,0.004467164151400255,0.9747999999999999,0.004131182235954582,0.10462447309350942,0.14626638784215398,0.7491091390643367
44,0.0014,0.0016465452046971292,0.021399999999999995,0.004526465385804788,0.9772000000000001,0.0037947331922020583,0.10028121219363946,0.1364766175337113,0.7632421702726494
45,0.0014,0.0016465452046971292,0.019799999999999995,0.004661902329879224,0.9788,0.004237399621885525,0.09639377803365155,0.12718513894282626,0.7764210830235223
46,0.0014,0.0016465452046971292,0.017999999999999995,0.004898979485566356,0.9805999999999997,0.004623610902506591,0.09290868208634355,0.11839538665288923,0.7886959312607674
47,0.0014,0.0016465452046971292,0.0172,0.0054324130099902305,0.9814,0.005253570214625484,0.08977930379642313,0.11010391846012425,0.8001167777434528
48,0.0014,0.0016465452046971292,0.0152,0.005266244708835066,0.9833999999999999,0.005168279318217153,0.08696500895326734,0.10230194992219092,0.8107330411245419
49,0.0014,0.0016465452046971292,0.013600000000000001,0.005399588461684423,0.985,0.005270462766947303,0.08443024463789534,0.09497669582649941,0.8205930595356055
50,0.0014,0.0016465452046971292,0.013000000000000001,0.005185449728701348,0.9856,0.005059644256269411,0.08214399029585104,0.08811226511701328,0.8297437445871358
51,0.0014,0.0016465452046971292,0.0124,0.005059644256269407,0.9862000000000002,0.004939635614091392,0.08007903630945247,0.08169068939063076,0.8382302742999169
52,0.0014,0.0016465452046971292,0.011,0.004642796092394707,0.9875999999999999,0.004501851470969106,0.07821151586008428,0.07569248885200046,0.8460959952879155
53,0.0014,0.0016465452046971292,0.009599999999999997,0.0037475918193480527,0.9890000000000001,0.003915780041490247,0.07652047244351066,0.07009731801999082,0.8533822095364987
54,0.0014,0.0016465452046971292,0.0082,0.003190262963734773,0.9904,0.0037475918193480558,0.07498741652317045,0.06488438714140433,0.8601281963354254
55,0.0014,0.0016465452046971292,0.0078,0.002898275349237888,0.9907999999999999,0.003552776691859797,0.07359606328162885,0.06003280358518667,0.8663711331331847
56,0.0014,0.0016465452046971292,0.005599999999999999,0.0020655911179772893,0.993,0.0023570226039551605,0.07233199803801868,0.05552189238558199,0.8721461095763995
57,0.0014,0.0016465452046971292,0.004600000000000001,0.0021186998109427604,0.994,0.0029814239699997224,0.07118245391673106,0.05133135600813439,0.8774861900751347
58,0.0014,0.0016465452046971292,0.004200000000000001,0.0022010098692292236,0.9944,0.0030983866769659363,0.07013610652361106,0.04744149100745695,0.8824224024689322
59,0.0014,0.0016465452046971292,0.0034000000000000002,0.0016465452046971294,0.9952,0.002699794230842214,0.06918287107469678,0.043833255320112605,0.8869838736051908
60,0.0014,0.0016465452046971292,0.0032,0.0013984117975602021,0.9953999999999998,0.002503331114069147,0.06831377590656529,0.04048839082594865,0.8911978332674863
61,0.0014,0.0016465452046971292,0.0026000000000000003,0.0016465452046971292,0.9959999999999999,0.0026666666666666687,0.0675207998850102,0.037389454338005335,0.8950897457769846
62,0.00175,0.0016690459207925603,0.00275,0.0010350983390135314,0.9955,0.0020701966780270645,0.06679677698759798,0.034519853828504796,0.8986833691838974
63,0.00175,0.0016690459207925603,0.0022500000000000003,0.0012817398889233115,0.996,0.0018516401995451047,0.06613528635739645,0.03186387904154386,0.9020008346010598
64,0.0017142857142857144,0.001799470821684875,0.002285714285714286,0.0007559289460184543,0.9959999999999999,0.0016329931618554536,0.06553056181759566,0.029406668730721335,0.9050627694516832
65,0.0017142857142857144,0.001799470821684875,0.002,0.0,0.9962857142857143,0.0017994708216848765,0.06497742878682049,0.02713424315143387,0.9078883280617458
66,0.0017142857142857144,0.001799470821684875,0.0017142857142857144,0.0007559289460184544,0.9965714285714286,0.0015118578920369104,0.06447122056488687,0.025033443791017,0.9104953356440963
67,0.0013333333333333333,0.0016329931618554521,0.0013333333333333333,0.0010327955589886444,0.9973333333333333,0.0010327955589886453,0.064007736500686,0.023091935753259445,0.9129003277460548
68,0.0005,0.001,0.001,0.0011547005383792514,0.9984999999999999,0.001000000000000001,0.0635831825706402,0.021298173073531837,0.9151186443558282
69,0.0,0.0,0.001,0.001414213562373095,0.999,0.0014142135623730963,0.06319412642986533,0.01964134724529643,0.9171645263248385
70,0.0,nan,0.002,nan,0.998,nan,0.06283746768870765,0.018111388829465613,0.9190511434818269
71,0.0,nan,0.002,nan,0.998,nan,0.06251039079950019,0.01669889350383064,0.9207907156966695
72,0.0,nan,0.002,nan,0.998,nan,0.062210344785520566,0.015395107861106833,0.9223945473533729
73,0.0,nan,0.002,nan,0.998,nan,0.06193501444845733,0.014191897463939684,0.9238730880876033
74,0.0,nan,0.002,nan,0.998,nan,0.06168229091643375,0.013081684863697264,0.9252360242198692
75,0.0,nan,0.002,nan,0.998,nan,0.06145026007243975,0.012057447613950577,0.9264922923136099
76,0.0,nan,0.0,nan,1.0,nan,0.061237176749632416,0.011112664184508868,0.9276501590658589
