time,open,high,low,close,tick_volume
2013-04-09,186.5,240.11,186.5,230.0,3860318
2013-04-10,230.0,266.0,105.0,165.0,6003290
2013-04-11,165.0,188.7,110.2,124.9,1564391
2013-04-12,124.9,140.0,54.25,117.0,2885211
2013-04-15,90.0,102.0,71.51,82.39,3168140
2013-04-16,82.39,84.5,50.01,68.36,702016
2013-04-17,68.36,98.78,63.3,93.07,1166093
2013-04-18,93.07,113.0,86.0,109.01,3212895
2013-04-19,109.01,136.43,105.54,118.48,1889101
2013-04-22,118.5,127.4,118.5,127.4,8580631
2013-04-23,127.4,144.02,124.97,143.48,3967873
2013-04-24,143.48,166.44,140.97,154.21,1533532
2013-04-25,154.2,162.0,120.09,141.71,5783103
2013-04-26,141.71,144.99,121.45,136.9,6827886
2013-04-29,134.4,149.08,133.0,144.0,10024115
2013-04-30,143.8,146.93,134.0,139.23,10245122
2013-05-01,139.0,140.06,104.0,116.38,3909129
2013-05-02,116.38,126.9,91.11,106.25,4022681
2013-05-03,106.25,109.0,79.0,98.1,2334699
2013-05-06,115.94,124.9,106.01,112.25,6970665
2013-05-07,112.25,114.01,97.52,109.6,4993329
2013-05-08,109.6,116.78,109.5,113.2,11035297
2013-05-09,113.2,113.72,108.8,112.8,8354162
2013-05-10,112.8,122.5,111.54,117.7,5503892
2013-05-13,114.82,118.88,114.5,117.98,9443054
2013-05-14,117.98,119.8,109.42,111.4,4905161
2013-05-15,111.3,116.44,103.02,114.22,6689685
2013-05-16,114.22,118.97,112.1,118.21,5576364
2013-05-17,118.21,125.56,116.57,123.5,4223898
2013-05-20,113.47,123.69,113.47,122.02,10798095
2013-05-21,122.0,123.08,121.1,122.89,20428343
2013-05-22,122.89,123.49,121.33,121.93,4237552
2013-05-23,121.93,126.85,121.7,125.13,4095
2013-05-24,125.2,133.89,125.2,130.5,4345
2013-05-27,135.19,135.49,124.0,128.14,7476
2013-05-28,128.14,130.64,125.6,129.0,4334
2013-05-29,129.0,132.0,127.6,131.89,5409
2013-05-30,131.89,132.67,127.0,127.5,4845
2013-05-31,127.81,130.54,126.4,127.0,4007
2013-06-03,119.02,122.47,115.97,120.26,5058
2013-06-04,120.26,123.84,118.79,121.01,4461
2013-06-05,121.0,123.4,119.55,120.47,5031
2013-06-06,120.51,123.09,119.21,119.51,5366
2013-06-07,119.51,120.5,106.25,111.62,6532
2013-06-10,100.52,110.1,98.0,105.8,5970
2013-06-11,105.18,109.32,104.44,107.83,4718
2013-06-12,107.83,111.74,106.7,107.89,5665
2013-06-13,107.99,110.16,107.74,107.88,4550
2013-06-14,107.89,108.1,97.71,99.55,5338
2013-06-17,99.7,102.32,98.9,101.15,2372
2013-06-18,101.17,112.78,100.24,105.0,3022
2013-06-19,105.33,110.6,104.53,106.9,3392
2013-06-20,106.9,114.0,106.61,112.3,3004
2013-06-21,112.3,115.0,107.57,109.27,3731
2013-06-24,106.8,108.25,100.8,102.92,2691
2013-06-25,102.92,107.14,100.95,101.86,2700
2013-06-26,101.86,105.47,101.5,104.3,2492
2013-06-27,104.3,104.76,102.0,102.59,2029
2013-06-28,102.59,102.88,92.25,95.29,2577
2013-07-01,96.72,97.68,88.95,89.13,2213
2013-07-02,89.13,92.3,86.2,89.56,2339
2013-07-03,89.56,91.15,81.88,82.15,2351
2013-07-04,82.15,83.66,72.15,81.57,3557
2013-07-05,81.58,81.58,65.51,70.64,3394
2013-07-08,71.65,79.99,70.74,77.06,3376
2013-07-09,77.08,78.29,72.55,76.78,3691
2013-07-10,76.78,84.36,75.65,84.24,3337
2013-07-11,84.24,102.1,82.83,87.56,3779
2013-07-12,87.8,98.0,86.55,97.5,1282
2013-07-15,94.34,101.94,93.11,98.89,8933154
2013-07-16,98.89,100.73,96.0,97.1,15306864
2013-07-17,96.97,100.0,96.18,98.5,5678723
2013-07-18,98.5,98.8,86.2,90.07,3535604
2013-07-19,90.08,95.2,87.6,92.0,5019207
2013-07-22,91.98,92.0,89.8,91.6,2077943
2013-07-23,91.6,97.13,91.6,95.56,4205817
2013-07-24,95.61,95.99,92.3,95.09,6184225
2013-07-25,95.09,97.48,93.57,96.95,5368927
2013-07-26,97.0,97.48,96.0,96.02,2618748
2013-07-29,98.78,102.85,98.45,101.48,3143235
2013-07-30,101.21,107.99,100.47,107.96,5372730
2013-07-31,107.26,111.65,103.55,106.21,6626179
2013-08-01,106.23,108.0,103.0,104.0,7944516
2013-08-02,104.62,108.0,101.21,104.5,5633750
2013-08-05,105.12,107.77,105.0,106.72,11539385
2013-08-06,106.22,107.5,95.47,106.56,3540013
2013-08-07,106.56,106.96,96.12,105.99,3791499
2013-08-08,105.99,106.65,95.26,103.05,3154605
2013-08-09,103.07,105.79,94.5,102.8,4937921
2013-08-12,105.0,108.12,103.5,106.81,5440503
2013-08-13,106.99,108.85,93.97,94.5,10508407
2013-08-14,94.5,98.16,94.22,98.0,14985
2013-08-15,98.0,98.1,96.0,96.4,13602
2013-08-16,96.4,96.87,95.16,96.25,9988
2013-08-19,97.0,100.62,96.72,98.8,2198
2013-08-20,98.81,100.34,97.71,100.34,4858
2013-08-21,100.33,108.99,100.25,107.47,10286
2013-08-22,107.47,108.97,106.0,107.46,7808
2013-08-23,107.46,107.8,102.12,105.1,6311
2013-08-26,109.65,110.2,106.2,107.52,3481
2013-08-27,107.6,116.5,107.05,115.4,5481
2013-08-28,115.4,116.25,114.01,115.84,3606
2013-08-29,115.78,116.29,114.8,115.52,2871
2013-08-30,115.51,121.94,115.51,120.58,3289
2013-09-02,125.5,126.56,123.05,125.42,3526
2013-09-03,125.43,125.96,123.5,124.95,2341
2013-09-04,124.96,125.0,114.01,119.0,5063
2013-09-05,118.49,119.49,111.61,117.2,7939
2013-09-06,117.2,119.29,113.41,114.4,4152
2013-09-09,114.53,121.88,114.5,119.54,3779
2013-09-10,119.99,121.9,118.26,119.59,3807
2013-09-11,119.5,123.75,117.0,122.0,3203
2013-09-12,122.0,124.9,121.78,123.72,3220
2013-09-13,123.72,125.0,122.0,124.34,2945
2013-09-16,123.1,124.78,122.38,123.9,2536
2013-09-17,123.9,125.0,123.6,124.6,2163
2013-09-18,124.5,126.0,124.35,125.6,1616
2013-09-19,125.6,125.64,120.2,122.63,3246
2013-09-20,122.63,123.99,119.5,121.51,7863
2013-09-23,121.02,122.19,120.52,120.52,2873
2013-09-24,120.53,121.45,119.6,121.02,1340
2013-09-25,121.45,123.67,120.91,122.57,2069
2013-09-26,122.57,123.13,121.35,122.56,1722
2013-09-27,122.56,123.49,121.71,122.6,2278
2013-09-30,123.5,123.99,121.58,123.5,2262
2013-10-01,123.25,124.5,122.69,123.81,2060
2013-10-02,123.95,124.66,75.2,107.0,4271
2013-10-03,107.0,116.48,94.08,115.9,5559
2013-10-04,115.8,120.8,114.41,118.88,3010
2013-10-07,119.0,122.69,119.0,121.93,2920
2013-10-08,121.8,122.64,121.1,121.8,3376
2013-10-09,121.8,124.0,121.41,123.2,3428
2013-10-10,123.2,124.93,123.0,123.34,5443
2013-10-11,123.34,124.92,123.16,123.73,4655
2013-10-14,127.03,133.85,127.03,129.76,6332
2013-10-15,129.75,137.66,129.75,135.93,4932
2013-10-16,135.93,144.65,131.37,134.2,7185
2013-10-17,134.2,140.99,133.13,140.89,5784
2013-10-18,140.91,147.5,140.11,147.18,6878
2013-10-21,158.5,172.0,158.46,170.25,6043
2013-10-22,170.25,187.0,169.4,180.9,9100
2013-10-23,180.9,198.5,180.1,195.24,8757
2013-10-24,195.2,203.98,152.4,180.42,13665
2013-10-25,180.42,185.2,156.0,171.45,16435
2013-10-28,184.0,192.43,181.2,188.39,6368
2013-10-29,188.35,197.0,185.0,195.66,5455
2013-10-30,195.66,198.49,191.01,193.99,7677
2013-10-31,193.9,198.0,191.17,196.8,6321
2013-11-01,196.51,198.6,195.55,198.0,3956
2013-11-04,207.41,219.98,205.87,218.1,6710
2013-11-05,218.45,244.85,216.0,237.9,9929
2013-11-06,237.9,253.78,233.1,252.52,10764
2013-11-07,253.03,292.0,249.11,281.95,12159
2013-11-08,281.95,314.9,280.0,309.75,9710
2013-11-11,297.65,329.7,290.0,323.55,12139
2013-11-12,323.55,345.5,319.35,332.51,9294
2013-11-13,332.51,400.0,332.51,392.0,12321
2013-11-14,392.0,410.8,376.0,403.0,13396
2013-11-15,403.03,425.4,394.08,394.08,9051
2013-11-18,478.37,619.99,460.0,614.0,17896
2013-11-19,610.0,820.0,376.7,568.0,22993
2013-11-20,568.1,568.1,387.93,500.69,24059
2013-11-21,500.69,642.01,495.0,641.3,16826
2013-11-22,637.02,699.99,615.04,696.76,14502
2013-11-25,708.2,737.88,690.25,705.59,10970
2013-11-26,705.0,876.0,705.0,860.0,10653
2013-11-27,860.49,950.0,843.0,935.0,14147
2013-11-28,931.0,999.99,850.0,950.01,14929
2013-11-29,945.99,1031.0,927.0,1016.1,17109
2013-12-02,848.16,987.49,819.19,945.57,18764
2013-12-03,954.15,1018.0,928.1,995.01,11640
2013-12-04,995.0,1077.23,990.3,1074.0,10233
2013-12-05,1074.0,1077.23,847.99,1000.11,17702
2013-12-06,1000.12,1006.0,825.0,904.0,14838
2013-12-09,759.0,899.0,757.85,868.0,15500
2013-12-10,868.0,966.6,863.03,958.0,11962
2013-12-11,958.0,970.9,804.98,860.01,15629
2013-12-12,860.01,889.16,825.0,850.19,9666
2013-12-13,850.19,907.0,835.0,857.46,10304
2013-12-16,855.0,870.0,634.0,710.75,15985
2013-12-17,715.0,748.5,610.0,663.54,19338
2013-12-18,663.2,666.0,420.0,526.8,27580
2013-12-19,516.9,674.72,483.78,662.2,30444
2013-12-20,660.1,709.89,591.0,625.0,24378
2013-12-23,614.0,642.9,592.0,638.0,14423
2013-12-24,638.0,668.0,629.0,649.85,11427
2013-12-25,646.88,672.98,640.0,662.1,10158
2013-12-26,663.0,757.0,662.0,742.66,15848
2013-12-27,743.0,761.0,681.0,695.15,15769
2013-12-30,725.65,737.0,716.65,731.0,8791
2013-12-31,730.19,734.4,711.0,726.38,7732
2014-01-01,726.38,748.5,726.33,741.32,8073
2014-01-02,741.0,799.89,740.17,792.53,10770
2014-01-03,792.53,818.47,765.0,785.0,14537
2014-01-06,905.34,990.0,888.0,935.21,17902
2014-01-07,935.21,944.0,780.0,797.3,17935
2014-01-08,797.3,850.0,720.1,814.21,19019
2014-01-09,813.0,843.89,778.0,833.89,13813
2014-01-10,833.0,837.0,794.23,836.59,10716
2014-01-13,850.0,850.0,791.51,819.0,15089
2014-01-14,818.81,840.0,805.88,823.63,11250
2014-01-15,823.63,848.61,813.0,840.0,13249
2014-01-16,839.0,845.17,818.0,826.81,10964
2014-01-17,824.99,826.79,782.98,784.0,13272
2014-01-20,827.88,841.5,815.03,831.73,10118
2014-01-21,831.73,837.0,819.94,829.98,9742
2014-01-22,829.98,834.92,815.01,822.1,9636
2014-01-23,822.11,828.89,801.0,812.5,9227
2014-01-24,812.5,815.5,753.1,776.0,14916
2014-01-27,822.88,829.57,750.4,763.04,13340
2014-01-28,763.03,806.29,727.11,783.05,16176
2014-01-29,783.05,797.88,771.05,787.4,10890
2014-01-30,787.4,808.41,757.0,793.5,12454
2014-01-31,793.5,802.1,785.0,793.0,7511
2014-02-03,796.9,808.8,783.04,800.0,4474
2014-02-04,800.0,809.8,793.18,802.01,4124
2014-02-05,802.2,804.54,786.85,795.5,7743
2014-02-06,795.5,799.98,760.51,761.28,10116
2014-02-07,762.0,766.68,676.1,725.07,15980
2014-02-10,705.95,719.8,300.0,661.01,14440
2014-02-11,661.01,709.99,622.2,634.87,12606
2014-02-12,635.32,673.0,632.98,650.0,8282
2014-02-13,650.0,654.0,581.97,588.9,8723
2014-02-14,588.8,688.89,514.38,631.06,20766
2014-02-17,572.57,645.41,565.0,612.1,13515
2014-02-18,612.53,633.9,603.02,608.25,8304
2014-02-19,608.25,617.89,604.57,614.0,5482
2014-02-20,614.0,616.25,554.46,554.46,12830
2014-02-21,554.34,575.89,514.15,545.66,16213
2014-02-24,604.64,609.73,551.9,552.1,15396
2014-02-25,552.1,563.0,430.12,517.21,24530
2014-02-26,517.0,590.99,517.0,556.0,19372
2014-02-27,555.51,578.49,540.0,567.02,11030
2014-02-28,567.02,572.0,533.0,546.0,10945
2014-03-03,550.54,687.0,546.02,641.43,15331
2014-03-04,641.43,698.01,637.0,650.0,16562
2014-03-05,650.0,668.1,633.92,647.87,11047
2014-03-06,648.0,658.0,634.03,644.0,7115
2014-03-07,644.0,648.0,604.09,620.0,10687
2014-03-10,628.97,641.48,609.95,613.6,6351
2014-03-11,613.59,628.51,611.4,620.8,5202
2014-03-12,620.81,637.0,620.8,627.6,6177
2014-03-13,627.6,635.0,622.1,629.99,6718
2014-03-14,629.99,630.0,620.46,625.0,4961
2014-03-17,622.0,627.71,608.0,615.21,10479
2014-03-18,615.22,619.0,598.0,616.1,13759
2014-03-19,616.1,624.84,607.0,608.27,15539
2014-03-20,607.62,612.38,582.08,590.43,15456
2014-03-21,590.5,605.84,561.09,580.0,12975
2014-03-24,566.6,581.3,555.23,581.3,13109
2014-03-25,581.3,590.13,569.11,580.12,11033
2014-03-26,580.12,588.9,571.11,583.76,6156
2014-03-27,582.77,584.02,509.9,516.0,17168
2014-03-28,516.98,529.37,472.0,492.52,15869
2014-03-31,456.31,487.5,446.2,455.26,14592
2014-04-01,455.26,500.0,454.5,482.07,15865
2014-04-02,481.93,498.5,422.37,432.06,21048
2014-04-03,432.07,453.0,410.0,445.1,21399
2014-04-04,445.1,456.81,423.19,445.53,13563
2014-04-07,458.97,464.0,438.13,442.03,13661
2014-04-08,442.03,454.7,441.25,443.19,10483
2014-04-09,443.04,451.0,435.5,437.93,9078
2014-04-10,437.98,439.7,375.0,377.99,18808
2014-04-11,377.5,435.0,342.8,417.55,25960
2014-04-14,400.83,468.0,396.57,455.0,15070
2014-04-15,455.0,540.81,447.0,500.6,17163
2014-04-16,500.6,544.99,485.32,508.3,16743
2014-04-17,508.0,535.0,466.56,486.0,14339
2014-04-18,486.0,496.63,456.8,471.0,9947
2014-04-21,485.31,503.99,478.0,482.5,7265
2014-04-22,482.4,490.0,469.51,480.65,6408
2014-04-23,481.0,482.09,471.86,480.0,6122
2014-04-24,480.0,485.68,470.54,483.33,6005
2014-04-25,483.34,495.77,432.2,452.29,14566
2014-04-28,432.12,437.49,412.94,432.01,10299
2014-04-29,432.86,442.69,424.44,433.12,10210
2014-04-30,433.12,443.0,427.96,439.92,11910
2014-05-01,438.31,453.56,436.45,444.75,11257
2014-05-02,444.75,449.25,429.28,435.32,9430
2014-05-05,426.28,431.46,421.77,424.3,7166
2014-05-06,424.31,428.0,411.4,419.83,9574
2014-05-07,419.83,437.0,416.5,432.23,7311
2014-05-08,432.22,436.0,426.89,428.0,6997
2014-05-09,428.0,444.0,426.61,438.11,5920
2014-05-12,430.0,437.03,428.01,432.7,5799
2014-05-13,432.7,438.0,430.8,432.83,5119
2014-05-14,432.83,439.1,432.4,438.0,3666
2014-05-15,438.0,441.9,433.6,438.21,4401
2014-05-16,438.21,441.0,435.49,440.85,5313
2014-05-19,439.8,441.8,435.29,439.02,3921
2014-05-20,439.04,486.37,436.5,474.4,10188
2014-05-21,474.39,487.99,471.0,478.27,6412
2014-05-22,478.28,515.07,476.99,514.0,8370
2014-05-23,514.0,539.6,508.11,517.52,12116
2014-05-26,565.23,591.0,558.0,574.9,9388
2014-05-27,573.5,586.0,541.1,563.16,11743
2014-05-28,563.15,569.21,549.0,554.5,7614
2014-05-29,554.5,564.88,543.1,555.0,6182
2014-05-30,555.0,607.03,552.87,602.0,10018
2014-06-02,640.98,651.5,602.0,638.11,13221
2014-06-03,638.11,667.0,635.38,657.36,12525
2014-06-04,657.36,659.69,605.0,636.8,11269
2014-06-05,636.8,656.27,625.1,645.57,8200
2014-06-06,647.18,650.0,635.33,637.01,6130
2014-06-09,643.0,648.1,631.6,635.62,6063
2014-06-10,635.62,648.0,633.0,642.3,4653
2014-06-11,642.3,648.89,627.99,632.4,6270
2014-06-12,633.0,633.0,586.68,591.0,8456
2014-06-13,588.98,611.5,560.0,588.88,13863
2014-06-16,572.0,603.0,568.93,587.0,10180
2014-06-17,587.15,604.1,583.42,603.8,6880
2014-06-18,603.99,609.99,594.99,596.6,6552
2014-06-19,596.12,604.49,589.91,595.0,5526
2014-06-20,593.7,596.0,578.97,584.04,6395
2014-06-23,591.33,596.0,578.0,582.6,5387
2014-06-24,582.6,585.84,576.35,582.1,3858
2014-06-25,581.81,582.59,556.0,564.0,8387
2014-06-26,564.0,569.4,555.99,566.97,5310
2014-06-27,566.97,588.99,566.0,581.42,6466
2014-06-30,590.04,646.89,588.18,642.0,10537
2014-07-01,640.71,654.1,629.32,635.7,9443
2014-07-02,635.7,647.8,625.0,638.57,11006
2014-07-03,638.57,643.71,629.0,632.99,7011
2014-07-04,632.99,639.6,622.46,626.5,6380
2014-07-07,631.16,633.0,610.01,617.71,8423
2014-07-08,617.74,621.0,611.62,618.5,5976
2014-07-09,618.51,619.7,611.79,616.32,5098
2014-07-10,616.37,618.9,603.7,610.62,6213
2014-07-11,610.63,625.0,606.69,623.0,4230
2014-07-14,621.08,623.47,611.0,617.9,4592
2014-07-15,617.9,619.13,614.93,615.6,3778
2014-07-16,616.5,618.08,609.79,613.0,3911
2014-07-17,614.3,623.0,606.1,615.01,5020
2014-07-18,615.0,620.5,611.19,618.23,3094
2014-07-21,612.52,616.15,611.45,614.61,3681
2014-07-22,614.62,616.39,611.5,613.16,3829
2014-07-23,613.11,615.85,609.02,611.0,2727
2014-07-24,611.04,613.33,578.59,586.1,6163
2014-07-25,591.45,602.22,585.0,594.89,6796
2014-07-28,585.76,586.5,562.99,581.97,7782
2014-07-29,581.66,583.0,572.5,577.7,5869
2014-07-30,577.7,579.88,555.16,558.99,6419
2014-07-31,559.17,584.79,555.0,577.58,8872
2014-08-01,577.58,598.0,575.22,591.1,4847
2014-08-04,580.0,588.5,576.0,581.86,4400
2014-08-05,581.86,582.99,574.76,579.01,6139
2014-08-06,578.41,584.17,572.4,576.8,4056
2014-08-07,576.5,588.98,575.15,585.97,4407
2014-08-08,585.97,594.99,583.01,589.8,4505
2014-08-11,584.01,587.71,572.1,574.02,4745
2014-08-12,572.93,580.0,560.94,566.63,8771
2014-08-13,566.63,570.0,523.0,535.1,12194
2014-08-14,535.1,539.63,491.31,507.5,13559
2014-08-15,507.5,517.0,483.49,488.88,10970
2014-08-18,480.15,497.0,334.0,430.19,18482
2014-08-19,430.2,486.01,427.14,473.97,15318
2014-08-20,473.96,518.12,455.57,500.0,13449
2014-08-21,500.0,528.92,495.15,511.81,13449
2014-08-22,511.81,520.42,491.11,512.02,10978
2014-08-25,504.28,508.0,492.85,501.22,7193
2014-08-26,501.21,514.36,496.31,507.95,6773
2014-08-27,507.94,517.86,505.01,509.98,7253
2014-08-28,509.97,512.22,498.06,503.63,5906
2014-08-29,503.63,507.26,495.6,504.28,5291
2014-09-01,476.88,488.0,469.47,480.0,7450
2014-09-02,478.5,481.87,465.63,475.52,7150
2014-09-03,475.52,475.99,469.41,472.0,4151
2014-09-04,471.42,493.62,467.9,487.81,4989
2014-09-05,487.81,489.91,477.3,480.3,5507
2014-09-08,476.01,480.0,460.67,470.63,8582
2014-09-09,470.19,473.51,461.36,470.09,5614
2014-09-10,470.14,483.01,459.7,474.76,5489
2014-09-11,474.76,478.7,467.0,469.1,5076
2014-09-12,470.0,473.9,464.93,469.3,4780
2014-09-15,469.62,470.0,464.89,466.83,5001
2014-09-16,466.83,468.91,455.11,456.13,7549
2014-09-17,455.81,459.06,434.17,437.12,8850
2014-09-18,437.47,449.0,391.11,399.0,14854
2014-09-19,399.0,426.05,371.12,385.62,15361
2014-09-22,380.69,398.99,377.39,388.24,7714
2014-09-23,387.29,446.04,381.0,436.6,11355
2014-09-24,437.5,439.17,410.0,415.93,9304
2014-09-25,415.93,416.54,396.22,400.0,8230
2014-09-26,400.0,412.16,388.64,395.34,6526
2014-09-29,374.04,385.43,361.12,371.86,10301
2014-09-30,371.86,388.95,364.07,382.0,7613
2014-10-01,381.9,385.0,372.1,373.63,6021
2014-10-02,373.34,378.64,363.82,367.31,4776
2014-10-03,367.39,369.04,342.0,343.22,6978
2014-10-06,304.76,342.99,295.46,329.72,16114
2014-10-07,329.72,337.71,313.1,324.64,11539
2014-10-08,324.64,346.83,322.5,344.49,8964
2014-10-09,344.67,381.75,343.03,362.99,12678
2014-10-10,362.58,370.77,346.64,350.93,10738
2014-10-13,367.07,384.88,362.1,382.9,10666
2014-10-14,382.93,408.2,380.83,398.0,11425
2014-10-15,398.0,400.76,380.2,386.97,8035
2014-10-16,387.0,391.5,362.78,373.41,9054
2014-10-17,373.41,381.75,367.76,377.65,6219
2014-10-20,383.1,385.75,372.5,377.16,6334
2014-10-21,377.16,385.5,373.41,379.98,5908
2014-10-22,379.98,382.99,375.0,376.99,5543
2014-10-23,377.0,379.01,355.0,356.86,7533
2014-10-24,356.86,359.99,349.12,350.85,7291
2014-10-27,350.51,354.93,342.2,349.42,7216
2014-10-28,349.33,355.88,346.0,350.4,4900
2014-10-29,350.5,351.8,335.55,336.24,5810
2014-10-30,335.66,352.0,327.96,345.97,7800
2014-10-31,345.97,349.6,332.0,337.0,6312
2014-11-03,324.46,334.99,320.8,322.87,7715
2014-11-04,322.87,328.12,319.16,323.86,6242
2014-11-05,323.86,338.99,322.9,336.89,6117
2014-11-06,337.09,348.35,332.7,345.83,5968
2014-11-07,345.81,350.01,337.01,339.6,6349
2014-11-10,356.12,374.6,354.42,366.61,8396
2014-11-11,366.6,372.67,358.0,363.0,6615
2014-11-12,363.0,429.0,360.96,418.9,13538
2014-11-13,418.9,454.0,385.1,400.01,18243
2014-11-14,400.0,421.0,377.98,391.1,13972
2014-11-17,380.55,405.94,373.03,379.9,10657
2014-11-18,379.9,388.58,367.43,373.19,9079
2014-11-19,373.19,386.34,368.0,372.8,8198
2014-11-20,372.8,377.92,353.11,354.39,7405
2014-11-21,354.38,357.52,339.67,348.1,9001
2014-11-24,365.81,385.82,361.64,376.01,8753
2014-11-25,376.88,389.0,367.89,371.0,8959
2014-11-26,371.0,374.79,362.0,363.78,7047
2014-11-27,363.78,369.99,361.05,366.19,6368
2014-11-28,365.58,380.92,354.0,377.3,6469
2014-12-01,373.99,382.31,372.0,377.32,5590
2014-12-02,377.64,381.92,372.87,373.98,4894
2014-12-03,374.0,378.85,367.99,370.63,5896
2014-12-04,370.63,373.99,362.56,364.6,4460
2014-12-05,364.6,372.9,360.44,370.87,4728
2014-12-08,368.73,369.0,357.16,359.0,4914
2014-12-09,358.93,360.0,337.39,346.07,8321
2014-12-10,346.07,348.0,341.51,342.13,5180
2014-12-11,340.75,356.0,332.51,341.74,8003
2014-12-12,341.74,349.56,339.88,347.25,5379
2014-12-15,344.35,344.9,335.18,336.11,6876
2014-12-16,335.48,340.0,320.05,321.11,8360
2014-12-17,321.11,328.5,312.8,318.88,9207
2014-12-18,318.5,323.14,304.05,311.26,10669
2014-12-19,311.26,317.5,304.99,313.97,6440
2014-12-22,315.94,332.03,314.95,328.17,6998
2014-12-23,328.17,334.47,326.1,330.0,6048
2014-12-24,329.98,330.91,317.82,317.97,4772
2014-12-25,318.0,320.96,315.39,317.3,5185
2014-12-26,317.3,328.7,314.7,326.15,5559
2014-12-29,311.78,317.0,310.1,311.0,6442
2014-12-30,311.02,313.8,307.5,309.7,5735
2014-12-31,309.66,315.0,307.43,313.5,5257
2015-01-01,313.5,318.1,312.25,312.25,3438
2015-01-02,312.25,315.39,310.97,312.72,3813
2015-01-05,266.22,279.5,262.0,268.32,10726
2015-01-06,268.55,285.58,268.55,284.52,8361
2015-01-07,284.52,301.02,281.27,291.89,8599
2015-01-08,291.89,294.9,282.49,288.0,7965
2015-01-09,288.0,291.5,278.28,287.91,6834
2015-01-12,263.14,269.5,258.21,265.27,11322
2015-01-13,265.24,266.92,221.57,231.0,17508
2015-01-14,230.79,231.94,168.97,174.6,27812
2015-01-15,174.59,226.01,162.68,201.36,26788
2015-01-16,201.37,219.77,196.0,204.88,18810
2015-01-19,204.0,215.1,203.85,211.92,11632
2015-01-20,212.44,212.44,203.59,207.98,8508
2015-01-21,207.97,223.46,207.42,222.5,8564
2015-01-22,222.86,233.86,219.05,227.5,12537
2015-01-23,227.5,230.51,221.01,229.87,7668
2015-01-26,246.99,303.3,246.03,264.79,23192
2015-01-27,264.08,267.0,241.09,252.0,15805
2015-01-28,252.02,255.37,214.3,219.11,12745
2015-01-29,219.34,233.52,212.2,227.04,14301
2015-01-30,227.04,235.0,218.85,221.21,10713
2015-02-02,225.12,226.84,218.27,221.68,10530
2015-02-03,221.72,240.44,220.68,222.56,15769
2015-02-04,222.56,227.26,218.0,223.25,9990
2015-02-05,222.67,225.0,212.12,215.67,7334
2015-02-06,215.63,223.0,213.24,219.64,7744
2015-02-09,220.45,222.3,213.98,220.99,6887
2015-02-10,220.89,221.28,213.19,217.45,7260
2015-02-11,216.75,220.97,214.86,215.38,4649
2015-02-12,215.3,218.5,214.39,218.05,3306
2015-02-13,218.05,235.95,216.61,231.02,9472
2015-02-16,229.0,237.37,224.43,232.98,10199
2015-02-17,232.98,243.0,229.87,237.65,8507
2015-02-18,237.53,241.47,228.33,230.06,6991
2015-02-19,230.09,238.98,230.0,236.1,5941
2015-02-20,236.1,241.42,231.87,237.79,8478
2015-02-23,229.12,233.94,224.98,233.23,6702
2015-02-24,233.23,233.99,227.78,231.89,5836
2015-02-25,232.1,232.82,228.9,231.01,4493
2015-02-26,231.01,232.14,228.12,230.6,4571
2015-02-27,230.54,252.2,230.54,249.04,9988
2015-03-02,252.2,268.52,247.93,266.34,10455
2015-03-03,266.4,283.0,262.08,279.52,10194
2015-03-04,279.52,280.45,261.5,265.0,9494
2015-03-05,265.0,276.03,259.0,273.0,13450
2015-03-06,273.49,275.31,266.22,270.63,6922
2015-03-09,271.66,289.9,270.31,286.73,7805
2015-03-10,286.73,299.0,284.48,290.94,9111
2015-03-11,290.93,294.49,285.65,291.93,7650
2015-03-12,292.0,295.0,290.12,292.0,4778
2015-03-13,292.0,292.61,285.0,285.8,5555
2015-03-16,280.73,290.97,279.4,287.5,6847
2015-03-17,286.8,289.3,281.58,283.97,4676
2015-03-18,284.03,284.03,255.04,256.0,9736
2015-03-19,256.0,260.0,243.0,252.7,12321
2015-03-20,252.91,260.9,252.7,256.61,7240
2015-03-23,266.08,269.71,257.16,262.92,6771
2015-03-24,262.92,265.0,243.5,248.19,8978
2015-03-25,248.19,249.75,235.4,243.38,9103
2015-03-26,243.39,252.92,243.14,245.67,6977
2015-03-27,245.63,248.0,241.0,245.8,5684
2015-03-30,237.76,247.33,234.08,245.97,7278
2015-03-31,245.94,247.77,238.65,241.79,6614
2015-04-01,241.79,244.41,236.99,242.67,5821
2015-04-02,242.67,253.28,238.99,249.73,7955
2015-04-03,249.53,252.92,247.12,251.64,6990
2015-04-06,254.0,258.53,247.99,249.27,7442
2015-04-07,249.27,251.99,244.0,249.48,7486
2015-04-08,249.48,250.5,241.0,243.89,5774
2015-04-09,243.17,244.69,236.0,239.99,5143
2015-04-10,240.0,242.48,229.09,231.43,6589
2015-04-13,232.46,234.29,221.05,222.2,5111
2015-04-14,222.0,224.51,213.99,215.14,8723
2015-04-15,215.14,222.31,214.18,218.91,6594
2015-04-16,218.91,228.04,218.91,227.0,6320
2015-04-17,227.0,227.75,219.43,220.71,5727
2015-04-20,220.69,224.56,219.46,222.11,5050
2015-04-21,221.6,232.85,220.6,230.79,4724
2015-04-22,230.8,236.57,228.61,231.91,6805
2015-04-23,231.99,233.72,230.33,231.51,5259
2015-04-24,231.5,234.03,227.33,230.0,5945
2015-04-27,217.36,232.44,215.0,224.4,12517
