t,S_mean,S_sd,I_mean,I_sd,R_mean,R_sd
0,0.9899999999999985,1.4505609600556643e-15,0.010000000000000007,6.973850769498386e-18,0.0,0.0
1,0.9745999999999992,0.004701171141429565,0.024460000000000006,0.004889527047422349,0.0009400000000000005,0.0012211933226615396
2,0.9423399999999995,0.01382153202343165,0.054699999999999964,0.01414034988780316,0.002960000000000002,0.0025972790735418836
3,0.8802400000000002,0.030424976448950508,0.11148000000000005,0.029643838680528063,0.008280000000000006,0.0040404020202015134
4,0.7693800000000001,0.05306119585017384,0.21234000000000006,0.05014005032371474,0.018280000000000015,0.006494877546454154
5,0.59406,0.07687190184280139,0.36687999999999993,0.06989129799448236,0.03905999999999998,0.010152195363913695
6,0.38402000000000003,0.0813156935665067,0.5413600000000001,0.06859801216308875,0.07461999999999999,0.016662290334522423
7,0.19638000000000003,0.059383155792860916,0.6764,0.04294040973114703,0.12722000000000006,0.024929630254908807
8,0.08327999999999998,0.0329952797358726,0.7241799999999998,0.02529198379812158,0.19254000000000007,0.03038454551347784
9,0.03239999999999999,0.015585541084899518,0.7047599999999998,0.026143009958628886,0.26284,0.03216646098222824
10,0.01434000000000001,0.008537759268879237,0.65532,0.027724794722851293,0.3303399999999999,0.031095882997495654
11,0.006920000000000005,0.004613725679585279,0.5992999999999999,0.02909180869821149,0.3937800000000001,0.030592657731401945
12,0.004020000000000003,0.003381410858493742,0.5440999999999999,0.02818033557520763,0.45188000000000017,0.028816129041377037
13,0.0026400000000000017,0.0027689475811345197,0.4931599999999998,0.026111153234438418,0.5042,0.026390233883852657
14,0.001940000000000001,0.0024855948620364143,0.44756000000000007,0.024872328545448397,0.5505,0.02507906688773717
15,0.0014200000000000007,0.002075250988836451,0.4059799999999999,0.02509536558285959,0.5926000000000002,0.02525426256650109
16,0.0011800000000000005,0.0019089369827315931,0.36834000000000006,0.024095860745167518,0.63048,0.024288035879187264
