t,S_mean,S_sd,I_mean,I_sd,R_mean,R_sd
0,0.9899999999999985,1.4505609600556643e-15,0.010000000000000007,6.973850769498386e-18,0.0,0.0
1,0.9741799999999998,0.004932637133512776,0.0248,0.005408560367835903,0.0010200000000000007,0.0012869194287761835
2,0.9474999999999997,0.011991158358885862,0.04939999999999997,0.012241674144437345,0.003100000000000002,0.0021343747458109513
3,0.9084800000000002,0.02177222769929386,0.08361999999999997,0.02159254454199366,0.007900000000000006,0.0037859388972001835
4,0.8578200000000001,0.034868984221024586,0.12560000000000007,0.03355080573781449,0.01658000000000001,0.005637500699903648
5,0.7929600000000001,0.05147558409164248,0.17906,0.0462539804456947,0.02797999999999999,0.008333915131205826
6,0.7101599999999998,0.06916569477228819,0.24428000000000008,0.05987800392076671,0.04555999999999996,0.012682860461857553
7,0.6094200000000002,0.08548059972469149,0.32150000000000006,0.07079540874230401,0.06907999999999997,0.0179728639449543
8,0.49666,0.0962824359618486,0.40474000000000016,0.07619467623704879,0.09860000000000001,0.024676492719373493
9,0.37904000000000004,0.09907306965726423,0.4831999999999998,0.07269585179834448,0.13776000000000008,0.03208231836253658
10,0.27064,0.09928385182054145,0.54598,0.0692420698883579,0.18338,0.038838380475758744
11,0.18056000000000005,0.08532626864695374,0.5844799999999999,0.053074462652565664,0.23495999999999997,0.04395909944758223
12,0.11387999999999998,0.06798147103469007,0.5954199999999998,0.03740393216513662,0.29070000000000007,0.04895792875396985
13,0.06688000000000001,0.05115736861524804,0.5837999999999999,0.028801655395746837,0.34932,0.04972426597007368
14,0.038599999999999975,0.036301209040165275,0.5567000000000002,0.03341973650223453,0.4047000000000003,0.05248443732780377
15,0.020960000000000006,0.02319784037318556,0.52142,0.03963805436112316,0.4576200000000001,0.051613712843927
16,0.010700000000000005,0.014623559240092164,0.48224000000000034,0.04165784633914915,0.5070599999999998,0.04864005499066535
17,0.0055600000000000024,0.009951721844825031,0.44287999999999983,0.042689690757484945,0.5515600000000002,0.04680894328776467
18,0.0029000000000000015,0.006119186583561939,0.40232000000000007,0.04227922574140792,0.5947800000000001,0.044403926480309004
19,0.0016800000000000003,0.0034666666666666648,0.3659799999999999,0.04111427287869062,0.6323399999999999,0.042279545882140224
20,0.0009600000000000005,0.001895875374159239,0.3320599999999999,0.040126522124123556,0.6669799999999997,0.04068851375407011
21,0.0005600000000000002,0.0012087225078611312,0.30087999999999987,0.03787306817422234,0.69856,0.03816612279617787
22,0.00032000000000000013,0.000789834402794905,0.27318000000000003,0.03643851331387235,0.7265,0.03640998309099949
23,0.0002400000000000001,0.0007123726184201257,0.24720000000000003,0.033098567212421014,0.7525600000000001,0.03312550971591826
24,0.00022000000000000006,0.0006901910144037193,0.2229000000000001,0.031122274331995083,0.7768800000000005,0.03115204810297554
25,0.00020000000000000004,0.0006666666666666665,0.2021,0.029391643146797475,0.7977000000000001,0.029382018826197596
26,0.00020000000000000004,0.0006666666666666665,0.18284000000000003,0.027855587184149204,0.81696,0.02782844994358517
27,0.00020000000000000004,0.0006666666666666665,0.16524000000000005,0.026181618966694395,0.8345599999999999,0.026169733462436128
