t,S_mean,S_sd,I_mean,I_sd,R_mean,R_sd
0,0.9899999999999985,1.4505609600556643e-15,0.010000000000000007,6.973850769498386e-18,0.0,0.0
1,0.9751400000000002,0.005615670714683829,0.024099999999999996,0.005723423429869199,0.0007600000000000004,0.0011986524420229902
2,0.9461400000000001,0.012492438116757251,0.050839999999999975,0.012381739568714677,0.0030200000000000023,0.0021741363082540825
3,0.8920800000000003,0.025471584484707984,0.10006000000000002,0.02419859750506465,0.007860000000000006,0.003784658024661721
4,0.80232,0.04696761833132666,0.18056000000000016,0.04433853239052297,0.017120000000000014,0.007028484613314309
5,0.6668800000000001,0.07091626588926385,0.2994,0.06483639082920624,0.033719999999999986,0.010202079407768993
6,0.48391999999999996,0.08773510175983205,0.45380000000000015,0.07606775289373961,0.06227999999999995,0.01644831513277487
7,0.29328,0.08487543814319899,0.60088,0.06748965951472967,0.10583999999999999,0.024187282742479502
8,0.14386,0.06051246135960742,0.6931599999999999,0.04142041657312138,0.16298,0.030274828695225554
9,0.059039999999999974,0.03270866811255037,0.7130200000000001,0.02494518434933328,0.22794,0.03447435586231035
10,0.023340000000000007,0.015295222730769182,0.6804399999999998,0.02668572046559125,0.29622,0.03356633113491235
11,0.009400000000000006,0.00655974870176465,0.6289399999999999,0.031062602153156038,0.36166000000000004,0.033594197430659084
12,0.004160000000000002,0.003135717983608741,0.5734000000000001,0.03158889972535582,0.42244,0.03202471267977626
13,0.0023600000000000014,0.002208889295368132,0.5209800000000001,0.030393373812677853,0.47666000000000003,0.030525438968873567
14,0.0015800000000000009,0.0019131654450679437,0.4725599999999999,0.0288543258665338,0.5258600000000001,0.02897334895201018
15,0.0013200000000000006,0.001710809366022027,0.4274,0.02667045427646727,0.5712799999999999,0.02673554740321384
16,0.0009600000000000005,0.00140647851678645,0.38672000000000006,0.02583321798605725,0.61232,0.02578029942385928
17,0.0007600000000000004,0.0012958363782483956,0.3506599999999998,0.024349401087774895,0.64858,0.024283335933112743
18,0.0007400000000000004,0.001260270934475134,0.3167399999999999,0.022760332319031008,0.6825199999999998,0.02269271230856265
19,0.0007200000000000005,0.001223342003106922,0.2868,0.022043116610384064,0.7124799999999998,0.021966218324389556
20,0.0006800000000000005,0.0012133932719127927,0.2598800000000001,0.02052801977687073,0.7394399999999998,0.020437794263164385
21,0.0006400000000000004,0.0012020185043702478,0.23530000000000004,0.020113566455394125,0.7640600000000001,0.020095640011573362
22,0.0006400000000000004,0.0012020185043702478,0.2126000000000001,0.018959819289084683,0.78676,0.018936960813406272
23,0.0006400000000000004,0.0012020185043702478,0.19118000000000002,0.017773195116423626,0.8081800000000002,0.017693450251948628
24,0.0006200000000000004,0.0011957838391193417,0.17248000000000002,0.01606582419518859,0.8269000000000003,0.016031219541881376
25,0.0006200000000000004,0.0011957838391193417,0.15664000000000006,0.015415799320400764,0.8427399999999996,0.01545970323914481
26,0.0006200000000000004,0.0011957838391193417,0.14160000000000003,0.014950423121609355,0.8577800000000002,0.01497174443119878
27,0.0006200000000000004,0.0011957838391193417,0.12716000000000008,0.014972513537017142,0.8722199999999998,0.015009478486757785
28,0.0006200000000000004,0.0011957838391193417,0.11478000000000002,0.013671159645787405,0.8846000000000003,0.013693617181561335
29,0.0006200000000000004,0.0011957838391193417,0.10328,0.013289382106316187,0.8961000000000005,0.013240205070278581
30,0.0006200000000000004,0.0011957838391193417,0.09286,0.012937315850443687,0.9065200000000001,0.012963413941169248
31,0.0006200000000000004,0.0011957838391193417,0.08377999999999998,0.012249576368679902,0.9156000000000004,0.012292725943057184
32,0.0006200000000000004,0.0011957838391193417,0.07531999999999994,0.011533771230082496,0.9240600000000003,0.011573061720035761
33,0.0006000000000000004,0.0011891767800211272,0.06805999999999997,0.010803871360009633,0.9313400000000006,0.010854613132794075
34,0.0006000000000000004,0.0011891767800211272,0.06163999999999997,0.010683244693056376,0.9377600000000003,0.010754486965866355
35,0.0006000000000000004,0.0011891767800211272,0.05595999999999997,0.010265092362571374,0.9434399999999998,0.010367314605104424
36,0.0006000000000000004,0.0011891767800211272,0.050239999999999965,0.010576436550228538,0.9491599999999994,0.010720244230596436
37,0.0006000000000000004,0.0011891767800211272,0.045419999999999995,0.009115620958253223,0.9539799999999995,0.009226641268138104
38,0.0006000000000000004,0.0011891767800211272,0.041279999999999956,0.00853049195118857,0.9581199999999996,0.008640145902247324
39,0.0006000000000000004,0.0011891767800211272,0.03773999999999998,0.008339537084747495,0.9616599999999997,0.008423416135626893
40,0.0006000000000000004,0.0011891767800211272,0.03433999999999999,0.007964847009126287,0.9650599999999997,0.008027503228327487
41,0.0006000000000000004,0.0011891767800211272,0.03101999999999999,0.007550476605466504,0.9683799999999991,0.007604862878049773
42,0.0006000000000000004,0.0011891767800211272,0.02823999999999998,0.007271252375699188,0.971159999999999,0.007320539804570636
43,0.0006000000000000004,0.0011891767800211272,0.02553999999999999,0.006708083469843219,0.9738599999999998,0.006710492312096568
44,0.0006000000000000004,0.0011891767800211272,0.022980000000000004,0.006365913012667428,0.9764199999999993,0.006427812044293745
45,0.0006000000000000004,0.0011891767800211272,0.02124000000000001,0.006361373334985985,0.9781599999999997,0.006417652423298002
46,0.0006000000000000004,0.0011891767800211272,0.019480000000000015,0.006467447625445354,0.9799199999999996,0.006593048068100438
47,0.0006000000000000004,0.0011891767800211272,0.01794000000000001,0.006159201050116614,0.9814599999999999,0.006310837239754066
48,0.0006000000000000004,0.0011891767800211272,0.016380000000000013,0.005967555376510311,0.9830199999999997,0.006139752898656894
49,0.0006000000000000004,0.0011891767800211272,0.01528000000000001,0.0057173844412007875,0.9841199999999999,0.005886605236647122
50,0.0006000000000000004,0.0011891767800211272,0.01378000000000001,0.005170975720208894,0.9856199999999998,0.005277702285478166
51,0.0006000000000000004,0.0011891767800211272,0.012400000000000008,0.005013114115129747,0.9869999999999998,0.00511286750673379
52,0.0006000000000000004,0.0011891767800211272,0.011460000000000008,0.005068062008820781,0.9879400000000002,0.005175349497786837
53,0.0006000000000000004,0.0011891767800211272,0.010360000000000006,0.005016175854375543,0.9890399999999997,0.0051284904349539525
54,0.0006060606060606065,0.0011936753551247852,0.009454545454545462,0.004872397740359435,0.9899393939393939,0.004977127648447699
55,0.0005918367346938779,0.0011913497040749784,0.008734693877551027,0.004651905762685932,0.9906734693877547,0.004779197858339447
56,0.0005833333333333337,0.0011935499166389192,0.00795833333333334,0.004419851549463882,0.9914583333333332,0.004546639399002458
57,0.0005894736842105266,0.0011983564706226156,0.007200000000000005,0.003961517010095576,0.9922105263157895,0.004078732429405379
58,0.0005531914893617025,0.0011511286773227172,0.006893617021276601,0.00376305779663061,0.9925531914893619,0.003906479374414066
59,0.0005531914893617025,0.0011511286773227172,0.006234042553191494,0.0035783865286896253,0.993212765957447,0.0037240062264640005
60,0.0005531914893617025,0.0011511286773227172,0.005574468085106387,0.003303596481718713,0.9938723404255316,0.003455505323994549
61,0.0005652173913043482,0.0011607533346366234,0.005086956521739134,0.0030297142864351948,0.9943478260869566,0.0032154666832980737
62,0.0005517241379310348,0.0011284752080166674,0.00466666666666667,0.0029360100542674726,0.9947816091954024,0.003189464077444648
63,0.0005432098765432102,0.0011407166904631645,0.004395061728395064,0.002557728544752547,0.9950617283950618,0.002882471504682858
64,0.0005714285714285718,0.0011633501014942213,0.004259740259740262,0.00239188649067611,0.9951688311688311,0.0027405464178680517
65,0.0005675675675675679,0.0011713600698249475,0.004081081081081084,0.002181847631991339,0.9953513513513514,0.002523491994729509
66,0.0005833333333333337,0.0011838109860548786,0.003833333333333336,0.002168922624740835,0.9955833333333334,0.0024879993659706647
67,0.0005507246376811597,0.0011824231337292821,0.003362318840579712,0.0017984553379853626,0.996086956521739,0.0022605252541284386
68,0.0005373134328358212,0.0011848584905783536,0.0030746268656716438,0.0017172337942504463,0.996388059701492,0.002289337762393556
69,0.0005806451612903229,0.0012220432647324087,0.003129032258064518,0.001644502724855483,0.9962903225806449,0.002106874748463058
70,0.0005333333333333336,0.0011566560021651349,0.002833333333333335,0.0016173494393728104,0.996633333333333,0.002098963962890771
71,0.0005090909090909092,0.001168613094936286,0.0027636363636363652,0.0014651966921889177,0.9967272727272726,0.0021209235012881788
72,0.0005384615384615387,0.0011957693144556201,0.0026923076923076944,0.0014216596423768943,0.9967692307692307,0.002138493006268253
73,0.0005714285714285716,0.0012247448713915896,0.002653061224489798,0.0014937511563198212,0.9967755102040815,0.0021915111426674032
74,0.0005777777777777779,0.0012520689947749552,0.0028000000000000017,0.0013751033019046577,0.9966222222222222,0.0021244131691201982
75,0.0005454545454545456,0.0012474074594850148,0.002363636363636365,0.00144818907108971,0.9970909090909088,0.0023409219195444798
76,0.0006153846153846155,0.0013101905167888371,0.002512820512820514,0.0012746887106434405,0.9968717948717947,0.002142053701959471
77,0.0005789473684210527,0.00130759897454691,0.0023684210526315804,0.001303240299170742,0.9970526315789471,0.0021679155316776857
78,0.0005,0.0012071217242444346,0.002166666666666668,0.0011084094137869041,0.9973333333333331,0.0020283702113484407
79,0.0005454545454545455,0.0012522706649050828,0.0021212121212121227,0.0009923953268977462,0.9973333333333333,0.0017795130420052191
80,0.0005333333333333334,0.0012793676598989833,0.002266666666666668,0.0006914918072835209,0.9972000000000001,0.0017100110909097892
81,0.0005333333333333334,0.0012793676598989833,0.0021333333333333347,0.0007302967433402214,0.9973333333333335,0.0015161960871578081
82,0.0005517241379310345,0.0012979711337465902,0.002000000000000001,0.0009258200997725515,0.9974482758620691,0.0016815428055498784
83,0.0006153846153846154,0.0013587324409735147,0.0018461538461538472,0.0007844645405527362,0.9975384615384617,0.001725821989216021
84,0.0006956521739130435,0.0014281196349394565,0.0020869565217391316,0.0004170288281141495,0.9972173913043478,0.0015654369630794774
85,0.0006956521739130435,0.0014281196349394565,0.0020000000000000013,0.0006030226891555273,0.997304347826087,0.001663369597826153
86,0.0007272727272727273,0.0014534628005401834,0.0019090909090909102,0.000750180353495453,0.9973636363636363,0.0017874018000453057
87,0.0008,0.001507874069850104,0.002000000000000001,0.0006488856845230502,0.9972,0.0016415653633362478
88,0.0007368421052631579,0.0015217718205053636,0.0017894736842105268,0.0009176629354822472,0.9974736842105262,0.0016113631583445677
