t,S_mean,S_sd,I_mean,I_sd,R_mean,R_sd
0,0.9899999999999985,1.4505609600556643e-15,0.010000000000000007,6.973850769498386e-18,0.0,0.0
1,0.9741999999999993,0.0051443800855541875,0.024700000000000007,0.005198095999517711,0.0011000000000000007,0.0013743685418725522
2,0.9436200000000001,0.013569707797037079,0.05276,0.01365899267179248,0.003620000000000002,0.002707192067232928
3,0.8845800000000001,0.029291009411135577,0.10651999999999999,0.028423379194748914,0.008900000000000007,0.004073813888232941
4,0.77898,0.054547908698999115,0.20198,0.05154305447532639,0.019040000000000015,0.0069542807106141614
5,0.6125600000000001,0.08118221430333075,0.34931999999999985,0.07344906570219428,0.03811999999999997,0.01165434847530476
6,0.40227999999999997,0.0935357199635033,0.5244999999999999,0.07912571508605018,0.07322,0.01990461090686113
7,0.21059999999999998,0.07421644567129855,0.6683600000000002,0.05411202745371414,0.12104000000000005,0.027430691356267866
8,0.08981999999999997,0.03855374839300992,0.7257199999999997,0.025147676961613304,0.1844600000000001,0.03462334705969603
9,0.034819999999999976,0.017153130880101716,0.7110399999999999,0.028821260390639585,0.25414000000000014,0.03750313656916248
10,0.01456000000000001,0.008110748573605421,0.6636399999999996,0.03310269298453349,0.32179999999999986,0.03601290453336544
11,0.006580000000000005,0.0045420148601583174,0.60698,0.032905736198229556,0.3864399999999998,0.03384406308439644
12,0.0039400000000000025,0.0035442940343628636,0.55254,0.030579394924350495,0.44352,0.030827142703674745
13,0.002680000000000002,0.002432440683093358,0.5015800000000002,0.030537666756140548,0.4957400000000001,0.03072675930477762
14,0.0019800000000000013,0.0018530891489454552,0.45446,0.029459583681835537,0.5435599999999999,0.0293974230987766
15,0.0015000000000000007,0.0017144660799776534,0.41246000000000016,0.029565001148812643,0.5860399999999999,0.02951593303675664
16,0.0011800000000000007,0.0015067524781141165,0.37256000000000006,0.029067778683204502,0.6262599999999999,0.028940419464615223
17,0.0010400000000000006,0.0013174815276722385,0.33775999999999995,0.027149090800856132,0.6612,0.02713676547424251
18,0.0010200000000000007,0.0013179414618903593,0.3036400000000001,0.026190259581945666,0.6953400000000002,0.026188215408130138
19,0.0010200000000000007,0.0013179414618903593,0.2755599999999999,0.02352661076613913,0.7234200000000003,0.023498626652327048
20,0.0009200000000000006,0.0012527142249104267,0.24872000000000008,0.023187457424611743,0.7503600000000001,0.02320811422017237
21,0.0009000000000000005,0.0012512619892159143,0.22468,0.0223980879414816,0.7744199999999999,0.02244147495107661
22,0.0008800000000000005,0.001216718554310749,0.20294000000000004,0.02166495098102235,0.7961800000000003,0.02166054925294817
23,0.0008600000000000005,0.0012145581563480256,0.18338000000000004,0.02044889169899365,0.8157599999999998,0.020481635035742945
24,0.0008400000000000005,0.0012120606045453789,0.16626000000000002,0.01959933002359359,0.8328999999999995,0.019654336144803487
25,0.0008400000000000005,0.0012120606045453789,0.15079999999999993,0.017983157103076734,0.84836,0.01803561011785387
