t,S_mean,S_sd,I_mean,I_sd,R_mean,R_sd
0,0.9899999999999985,1.4505609600556643e-15,0.010000000000000007,6.973850769498386e-18,0.0,0.0
1,0.9742399999999997,0.005274524249693626,0.024639999999999995,0.0053020293427625586,0.0011200000000000006,0.0014583787871704284
2,0.9415,0.014507051576889932,0.055059999999999956,0.014515627245952359,0.003440000000000002,0.00222165649364558
3,0.8773799999999996,0.029961180271016085,0.11438000000000002,0.029194845262460124,0.008240000000000006,0.0035988774905405135
4,0.7657999999999998,0.05246297395653088,0.21494,0.0493967283094414,0.019260000000000013,0.007053360829413097
5,0.58966,0.07746491157454789,0.37077999999999994,0.06991417249135912,0.039559999999999984,0.011907318859602377
6,0.37931999999999994,0.08549143497769501,0.5463600000000001,0.07315978362046963,0.07431999999999997,0.01831204273397452
7,0.19372000000000003,0.06831774840753133,0.6797400000000003,0.05191029947822678,0.12653999999999999,0.02529479524856185
8,0.08154,0.03897044204952457,0.7267199999999998,0.028115950395934817,0.19174000000000013,0.030869755719503483
9,0.03303999999999997,0.01595822830094402,0.7039200000000001,0.025935304123915714,0.26304,0.03296215154299601
10,0.01488000000000001,0.0075869105781742364,0.6554800000000002,0.029574244869412302,0.32963999999999993,0.032757918311779405
11,0.007240000000000004,0.004528517941609013,0.60194,0.029851423328670208,0.3908199999999999,0.03117120530881089
12,0.004340000000000003,0.003062381723133453,0.5481000000000001,0.029030635159737323,0.4475600000000001,0.02997585560400102
13,0.002880000000000002,0.0022620273377586915,0.49754000000000004,0.029388178754476284,0.4995800000000002,0.029806507322862903
14,0.0021600000000000013,0.0020036330638481324,0.4506599999999999,0.028489310417783156,0.54718,0.0286491771877545
15,0.0016200000000000012,0.0016254292362389091,0.4082800000000002,0.027039843404005344,0.5901,0.027123920636719735
16,0.001460000000000001,0.001500302999700091,0.36869999999999997,0.0260060210588458,0.6298399999999998,0.026011155338050703
17,0.001360000000000001,0.0014461373141279254,0.3338999999999999,0.02525566243139318,0.6647400000000002,0.02527849727025766
18,0.0012400000000000009,0.0014433406816245164,0.30255999999999994,0.023486217750894347,0.6961999999999996,0.023374854831289052
19,0.0011600000000000007,0.0014264457489675073,0.27499999999999997,0.020959797978824395,0.7238399999999997,0.020817009362247
