t,S_mean,S_sd,I_mean,I_sd,R_mean,R_sd
0,0.9899999999999985,1.4505609600556643e-15,0.010000000000000007,6.973850769498386e-18,0.0,0.0
1,0.9743799999999995,0.004702846763054024,0.02448000000000001,0.005157087894883655,0.0011400000000000008,0.0014
2,0.9411399999999999,0.014375217170076697,0.05559999999999996,0.01505813649650828,0.0032600000000000025,0.0023553935526528873
3,0.8775000000000006,0.031353797314848594,0.11384,0.031025151087464516,0.008660000000000006,0.003505320631165246
4,0.7646600000000001,0.06017620926592306,0.21578000000000017,0.05714125329639549,0.01956000000000001,0.007006951814974449
5,0.59098,0.08823865480627073,0.36767999999999984,0.07984415122504894,0.041339999999999974,0.011871551599253455
6,0.3816399999999999,0.09447200643576913,0.5416400000000002,0.07992995923831303,0.07671999999999998,0.019400135373889855
7,0.19701999999999997,0.07303658692944948,0.6751599999999998,0.05422972460102512,0.12781999999999996,0.02654988824188466
8,0.08495999999999998,0.040124533415582316,0.7241199999999999,0.02458022527861523,0.19092000000000003,0.0316909571909207
9,0.034479999999999976,0.018030546471491268,0.7072400000000001,0.0252627085730023,0.25828000000000007,0.03478885227230473
10,0.01402000000000001,0.007895760273908417,0.6598600000000003,0.03125038019970738,0.3261200000000001,0.03520768970184516
11,0.006580000000000005,0.004707998781356311,0.6053399999999998,0.032433995134797076,0.3880800000000002,0.03448896178269919
12,0.0033400000000000023,0.0029274734858066617,0.5513999999999998,0.03334848140652301,0.44526000000000016,0.03435836686656358
13,0.0020200000000000014,0.0020984843014986714,0.5016400000000001,0.031357669466072165,0.4963399999999998,0.03170451326887328
14,0.001380000000000001,0.0016744062719771349,0.4545199999999999,0.03140046966128843,0.5440999999999999,0.031481115070159216
15,0.0010000000000000007,0.0014354811251305465,0.41248000000000007,0.029907763932369522,0.5865199999999999,0.029965124509480797
16,0.0008600000000000005,0.0013410383433682413,0.3730399999999999,0.029072504278966148,0.6261000000000001,0.029172250547741488
17,0.0007800000000000004,0.0012356652810808794,0.3385399999999998,0.02739292100547368,0.6606799999999998,0.027546427292221697
18,0.0007000000000000003,0.0011849221088495246,0.30659999999999993,0.026694682253326423,0.6926999999999999,0.02677610120909305
19,0.0006600000000000003,0.0011390231504994702,0.27814000000000005,0.02593115204661463,0.7212000000000001,0.02596967928997666
20,0.0006200000000000003,0.001126180637501298,0.2507400000000001,0.02479109484952981,0.7486399999999998,0.02485981707596631
21,0.0006000000000000003,0.0010824588545146525,0.22604,0.023322040557326354,0.7733600000000006,0.023365138496694124
22,0.0006000000000000003,0.0010824588545146525,0.20410000000000003,0.02171323666486981,0.7953000000000003,0.021817192738523863
23,0.0006000000000000003,0.0010824588545146525,0.18504,0.020836021644733384,0.8143599999999998,0.020922908038991127
24,0.0006000000000000003,0.0010824588545146525,0.16715999999999998,0.019838092120713094,0.8322399999999998,0.01994797273312794
