t,S_mean,S_sd,I_mean,I_sd,R_mean,R_sd
0,0.9899999999999985,1.4505609600556643e-15,0.010000000000000007,6.973850769498386e-18,0.0,0.0
1,0.9737799999999995,0.0050363928088715025,0.025219999999999992,0.005012267778444034,0.0010000000000000007,0.001407052941362896
2,0.9442799999999997,0.011696567743132871,0.05235999999999996,0.011449952582496314,0.003360000000000002,0.0025247062035297137
3,0.89158,0.02277034222071521,0.09973999999999997,0.021945119795259326,0.008680000000000007,0.0042184778718817005
4,0.8060400000000003,0.04025070926032975,0.17544000000000007,0.0383140452132904,0.018520000000000012,0.0059873266829262636
5,0.6753999999999999,0.06349389535596905,0.28970000000000007,0.058073707954250285,0.03489999999999999,0.009637364156178179
6,0.50094,0.08199110816534814,0.4359799999999999,0.07129877100956752,0.06307999999999998,0.015524291815204849
7,0.31394,0.08356281372945645,0.5822800000000001,0.06587715534204247,0.10377999999999998,0.022875852912288247
8,0.16161999999999996,0.06463491566662961,0.6795400000000003,0.04496360368748992,0.15884,0.030349053535572584
9,0.07185999999999995,0.038293133071140066,0.7055799999999999,0.024533292160703258,0.22256000000000004,0.033552106318141026
10,0.029019999999999976,0.018572261275592927,0.68098,0.025889422979707775,0.29,0.03543552973608223
11,0.01242000000000001,0.009137756062545438,0.6317400000000002,0.0312870773982041,0.35584000000000005,0.03609827215429088
12,0.005160000000000003,0.00448728844356562,0.5776599999999997,0.032424027753466644,0.41717999999999994,0.03430003681124155
13,0.0026400000000000013,0.0029525541074764015,0.5250200000000002,0.03131655901734526,0.4723399999999999,0.032416550206225324
14,0.0015400000000000008,0.0020861254017721944,0.4777599999999998,0.030179637258431473,0.5207000000000002,0.030582724376729917
15,0.0010800000000000007,0.0016433520805372362,0.43360000000000015,0.029430966993658537,0.5653200000000002,0.029460084277825222
16,0.0009000000000000004,0.0014599017539934434,0.3926000000000001,0.028262120846593856,0.6064999999999998,0.028217588898279813
17,0.0007800000000000003,0.0013895715494025827,0.35696,0.02569829613500522,0.6422600000000002,0.025622993146347653
18,0.0006800000000000004,0.0012782563881864213,0.32248,0.02302588793405186,0.6768400000000001,0.0230137069389246
19,0.0006200000000000003,0.001229108242062949,0.29257999999999995,0.022927721300652706,0.7068000000000003,0.02284776142251581
20,0.0005800000000000002,0.0011821910833599446,0.26311999999999985,0.02252059887608173,0.7362999999999995,0.02242180576441993
21,0.0005600000000000002,0.001139909618958424,0.23720000000000002,0.020887384428952042,0.7622400000000004,0.02075208155556665
22,0.0005400000000000002,0.0011319064100941037,0.21398000000000006,0.019362558892581497,0.7854800000000004,0.019199368676489272
23,0.0005200000000000002,0.0011234866364235143,0.19384000000000012,0.01802059427937431,0.8056400000000002,0.01782378390598561
24,0.0005200000000000002,0.0011234866364235143,0.17596000000000006,0.017709165577591324,0.8235199999999999,0.01755365799743484
25,0.0005200000000000002,0.0011234866364235143,0.15996000000000005,0.016381758764003947,0.8395199999999999,0.016258318772029587
26,0.0005200000000000002,0.0011234866364235143,0.14415999999999995,0.016147501917690488,0.8553199999999994,0.01604090730197976
27,0.0005200000000000002,0.0011234866364235143,0.13022000000000003,0.01620299261546982,0.86926,0.01612740938071995
28,0.0005200000000000002,0.0011234866364235143,0.11840000000000002,0.015186384119541511,0.8810800000000003,0.015099454803188616
29,0.0005200000000000002,0.0011234866364235143,0.10781999999999999,0.01379531467820532,0.8916600000000002,0.013707050460373765
30,0.0005200000000000002,0.0011234866364235143,0.09719999999999997,0.014179227942680974,0.9022800000000005,0.014076328722469883
31,0.0005200000000000002,0.0011234866364235143,0.08872000000000002,0.013252847988186532,0.9107600000000005,0.013149582318519298
32,0.0005200000000000002,0.0011234866364235143,0.08031999999999995,0.013374844471860771,0.9191600000000005,0.013309615268138232
33,0.0005200000000000002,0.0011234866364235143,0.07237999999999996,0.012558372795578542,0.9271,0.01247340605391559
34,0.0005200000000000002,0.0011234866364235143,0.06491999999999999,0.011711757021269377,0.9345600000000003,0.011696775002304892
35,0.0005200000000000002,0.0011234866364235143,0.058619999999999964,0.01127684675462395,0.9408600000000003,0.011239378824634197
36,0.0005200000000000002,0.0011234866364235143,0.05235999999999997,0.01097795771332517,0.9471199999999997,0.010900171437814039
